pageid,group,all_members,genres,intro_text
888192,Liss,"['Søren Holm', 'Villads Tyrrestrup, Vilhelm Strange, Tobias Laust']",['noise'],"<p><b>Liss</b> er et dansk band fra Aarhus. Gruppen udgav sin debut-ep, <i>Try</i>, i november 2015. Ep'en modtog ros fra musikmagasiner som <i>Clash</i>, Noisey og The Fader. Musiker og radiovært Pharrell Williams har flere gange spillet bandets sange i sit Beats 1-program <i>OTHERtone</i>, hvilket har givet Liss international opmærksomhed.
</p>"
856210,Little Trees,"['Marie Brøbech', 'Sofie Walburn Kring', 'Stephanie Nguyen']",['pop'],"<p><b>Little Trees</b> var en kortlivet dansk teen pop pigegruppe fra København. De er bedst kendt for deres bidrag til tegnefilmen <i>Hjælp! Jeg er en fisks</i> soundtrack, hvor de sang sangen ""Help! I'm a Fish (Little Yellow Fish)"".
</p><p>""Help! I'm a Fish (Little Yellow Fish)"" blev produceret af Ole Evenrud, der også havde produceret sange for A*Teens. Evenrud producerede også en sang til den danske duo Creamy, som minder meget om ""Help! I'm a Fish (Little Yellow Fish)"".
</p><p>Trioen bestod af Marie Brøbech, Stephanie Nguyen og Sofie Walburn Kring, som var henholdsvis 13, 14 og 15 år gamle på dette tidspunkt. Pigerne havde kendt hinanden siden barndommen og havde været interesserede i sang og dans siden 8-9-års alderen. Producerne på sountracket til <i>Hjælp! Jeg er en fisk</i> lod trioen synge titelsangen, men deres succes blev ganske kort, og gruppen udkom ikke med mere materiale efter deres anden single.
</p><p>Deres sang ""Help I'm a Fish"" solgte triple platin i Skandinavien og kom ind på UK Singles Chart, hvor den toppede som #11.
</p>"
234958,The Lollipops,"['Birdie Hurns', 'Chris Paulsen', 'Henrik Lund', 'Jørgen Lundgreen', 'Kim Gutman', 'Poul Petersen', 'Stig Kreutzfeldt', 'Søren Berlev', 'Torben Lundgreen']",['pop'],"<p><b>The Lollipops</b> var en dansk popgruppe, der blev dannet i 1960 af de tre drenge, brødrene Torben Lundgreen og Jørgen Lundgreen samt deres onkel Poul Petersen  på henholdsvis 10, 9 og 12 år. Gruppen eksisterede til 1971, men blev snart efter gendannet og har i årtierne herefter eksisteret som en bibeskæftigelse for gruppen. I 1989 forsøgte gruppen et egentligt comeback, men da den ikke fik større succes, blev den snart igen opløst endegyldigt.
</p>"
165728,Me & My,"['Pernille Georgi', 'Susanne Georgi']",[],"<p><b>Me &amp; My</b> er en dansk duo i eurodance-genren, der består af søstrene Susanne Georgi (født 27. juli 1976) og Pernille Georgi (født 24. juli 1974). Me &amp; My blev skabt i 1995 i Kolding, og fik deres gennembrud med sangen ""Dub-I-Dub"". Duoen blev også succesfuld i Japan, og salgstal steg hurtigt i de næste 2-3 år, hvor der på verdensplan blev solgt 1,5 millioner eksemplarer af deres første album <i>Me &amp; My</i> fra 1995, og 750.000 singler i alt, f.eks. singlen <i>Dub-I-Dub</i> fra 1995. Debutalbummet har solgt mere end 2 millioner eksemplarer, og debutsinglen mere end 1 million eksemplarer i alt. Me &amp; My var årets bedstsælgende artist i Japan dengang. ""Dub-I-Dub"" er desuden med på flere opsamlingsalbums i <i>Dancemania</i>-serien.
</p>"
998571,Mænd i Blåt,"['Carsten Bo Jensen', 'Frank Stangerup', 'Hans Henrik Egestorp', 'Henrik Launbjerg', 'Jens Fredslund', 'Lars Overgaard Christensen', 'Lei Moe', 'Lupe Moe', 'Søren Launbjerg']",['pop'],"<p><b>Mænd i Blåt</b> var et dansk popband, der bestod af Carsten Bo Jensen, Frank Stangerup, Hans Henrik Egestorp, Henrik Launbjerg, Jens Fredslund, Lars Overgaard Christensen, Lei Moe, Lupe Moe og Søren Launbjerg.
</p><p>Gruppens største hit blev ""Vi har det"" fra 1984, der siden er blevet remixet af bl.a. Kenneth Bager (1985).
</p>"
407872,Nice Device,"['Carsten Krøyer', 'Christian Willesen', 'Dan Lumbye', 'Maya Albana']",['pop'],"<p><b>Nice Device</b> var en dansk pop-gruppe der blev dannet i 1992.
Gruppens arbejde resulterede bl.a. i 500.000 solgte eksemplarer af singlen ""Cool Corona"", grammyer for årets nye navn og årets hit i 1994, turnéer i Danmark, samt diverse optrædener i Tyskland og Østrig.
</p><p>Gruppen nåede at udgivet to albums. Debutablummet <i>The Album</i> fra 1993 og <i>Get Inside</i> fra 1995.
</p><p>I sommeren 1996 besluttede Nice Device at stoppe, for hver især at forfølge egne musikalske mål.
</p>"
646821,Noah (duo),"['Lasse Dyrholm', 'Troels Gustavsen']",['pop'],"<dl><dd><span typeof=""mw:File""><span></span></span><i> For alternative betydninger, se NOAH.</i> <small>(Se også artikler, som begynder med NOAH)</small></dd></dl>
<p><b>NOAH</b> var et dansk popband. Noah blev dannet som en duo i 2008 af Troels Gustavsen og sangskriver og keyboardspiller Lasse Dyrholm. De brød igennem i 2012 med hitsinglerne ""Alt er forbi"" og ""Over byen"" fra deres selvbetitlede debutalbum. I slutningen af 2015 forlod Lasse Dyrholm duoen og Troels Gustavsen fortsatte alene Noah indtil 2020.
</p>"
869065,Page Four,"['Jonas Schwanenflügel Eilskov Jensen', 'Lauritz Emil Christiansen', 'Pelle Højer-Pedersen', 'Stefan Hjort']",[],"<p><b>Page Four</b> er et dansk boyband fra København bestående af de fire medlemmer: Stefan Hjort (f. 1998), Lauritz Emil Christiansen (f. 1998), Jonas Schwanenflügel Eilskov Jensen (f. 1996), og Pelle Højer Pedersen (f. 11 april 1997). Gruppen blev dannet i starten af 2014 og fik hurtigt mange Facebookfølgere, som følge af deres online-upload af coverversioner af danske sange. I november, 2014 skrev gruppen pladekontrakt med Sony Music Entertainment Denmark. Page Four udmærkede sig ved at være det første boyband, der sang på dansk.
Deres fans bliver kaldt Pagers
.
</p><p>Singlen ""Sommer"" blev skrevet sammen med Tim McEwan, Theis Andersen og Søren Ohrt Nissen. Sangen røg direkte ind som nr 1 på den danske iTunes og opnåede også en placering på Europe Official Top 100. Gruppens tre første singler opnåede desuden alle en placering i top 15 på den danske singlehitliste Tracklisten.
</p><p>I 2018 annoncerede boybandet at de stoppede med at lave musik sammen og at deres forårstour blev den sidste tour.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden maj 2021)"">kilde mangler</span></i>]</sup>
Den 13. juni 2023 annoncerede bandet at de genopstår via et opslag på instagram.
</p>"
397418,Pelding,"['Jonas Engberg', 'Joy Morgan', 'Peder Pedersen', 'Thor Sørensen']","['pop', 'jazz', 'hip hop']","<p><b>Pelding</b> er et dansk popband, der består af Peder Pedersen (der også kendes fra gruppen Prunes), Thor Sørensen og Jonas Engberg.
</p><p>De tre fandt sammen i 1997 og udgav i 1998 ep'en <i>The Skunk</i>. Tre år efter udkom albummet <i>Pelding</i>, der bød på gæsteoptrædener fra bl.a. rapperen Motion Man, Abdullah S, Maya Albana og Camille Jones.
</p><p>Albummet blev godt modtaget og vandt Københavnerprisen for årets bedste musik, blev kåret til årets album i Ekstra Bladet og opnåede tre nomineringer til Danish Hip Hop Award.
</p><p>I 2003 fandt gruppen sammen med jazz-sangerinden Joy Morgan, der tidligere havde arbejdet sammen med Nobody Beats The Beats og The Orb. Sammen udgav de albummet <i>Spine</i> i 2005. Den første single fra albummet var ""No Angel"" og abummet vandt i kategorien Årets Danske Urban Udgivelse ved Danish Music Awards 2006.
</p>"
874390,Phlake,"['Anders Vinje', 'Erik Paulsen', 'Hugo Nygård', 'Kristian Vinje', 'Lars Roar Mjøen', 'Petter Bjerkestrand', 'Unknown']","['pop', 'hip hop']","<p><b>Phlake</b> er en dansk musikgruppe, der består af Mads Bo Iversen og Jonathan Elkær, som begge kommer fra Albertslund.
</p><p>Gruppens debutsingle ""So Faded"" udkom i maj 2015, og i september 2015 blev nummeret ""Pregnant"" Ugens Uundgåelige på P3 . Nummeret ""Angel Zoo"" har ligget på tredjepladsen på singlelisten.
</p><p>Ifølge gruppen laver de musik inden for genren ""Rhythm &amp; Balls"", som er en kombination af R&amp;B og hiphop.
</p><p>Phlake udsendte deres debutalbum <i>Slush Hours</i>, den 10. juni 2016. Albummet modtog i september 2016 guld for 10.000 solgte eksemplarer. <i>Slush Hours</i> vandt priserne som Årets danske udgivelse og Årets danske popudgivelse ved Danish Music Awards 2016. Jonathan Elkær, Mads Bo Iversen og Gisli Gislason modtog desuden prisen som Årets danske sangskriver, mens Elkær ligeledes blev Årets danske producer.
</p><p><br>
Forsanger Mads Bo Iversen går desuden under artist-navnet <b>Wads.png</b>, når han optræder som solo artist. Her har han bl.a. gæstet Benal på singlen ""Tænker Lidt På dig""
</p>"
669368,Puls (band),['Micky Skeel Hansen'],['pop'],"<dl><dd><span typeof=""mw:File""><span></span></span> <i>Der er for få eller ingen kildehenvisninger i denne artikel, hvilket er et problem. Du kan hjælpe ved at angive troværdige kilder til de påstande, som fremføres i artiklen.</i></dd></dl>


<dl><dd><span typeof=""mw:File""><span></span></span><i> For alternative betydninger, se Puls (flertydig).</i> <small>(Se også artikler, som begynder med Puls)</small></dd></dl>
<p><b>PULS</b> var en dansk popgruppe der bestod af Micky Skeel Hansen og Niel Kristian Baarsby, og produceren og sangskriveren i bandet; Jacob Simonsen. Puls' startede op med eget pladeselskab ved navnet Blue Sky Music, men blev senere en del af pladeselskabet Universal Music.
</p><p>De fik deres store gennembrud for singlen <b>Dope</b>, hvor Ole Henriksen også medvirkede. Singlen opnåede hurtigt guld certificering for streaming.
</p><p>De besluttede ved udgangen af 2013 at gå hver til sit. Dog arbejder Niel og Jacob stadig sammen.
</p>"
87185,Rocazino,"['Bjarne G. Jespersen', 'Helge Solberg', 'Jesper Bo Nielsen', 'Jesper Winge Leisner', 'Mikael Rasmussen', 'Ulla Cold']",['pop'],"<p><b>Rocazino</b> er et dansk popband, der hittede i 1980'erne. Frontfigurerne var sangerinde Ulla Cold og komponist, tekstforfatter og keyboardspiller Jesper Winge Leisner, der også dannede par privat. De øvrige medlemmer var Bjarne G. Jespersen (flygel, synthesizer), Michael Rasmussen (guitar), Jan Petersen (guitar), Helge Solberg (bas) og Jesper Bo (trommer).
</p><p>Bandet opstod i 1979 på initiativ af Jesper Winge Leisner. Året efter kom Ulla Cold med, oprindeligt kun som baggrundsvokalist. Men da bandet i 1982 fik en pladekontrakt hos Polygram, var det under betingelse af, at Ulla Cold var forsanger på alle numre.
</p><p>Bandets første single med A-siden ""Elsk mig i nat"" udkom i juli 1982 og solgte 20.000 eksemplarer på et halvt år. Via tv's Eldorado kom de ret hurtigt i gang på alle landets scener og har til dato solgt over 800.000 albums.
</p><p>Rocazino samlede alle de store hits fra deres seks plader i 1995 på <i>Rocazino's bedste</i>. Pladen indeholder bandets største hits som fx ""All My Love"" (1984), ""Elsk mig i nat"" (1982), ""Ridder lykke"" (1986), ""Dine øjne er så blå"" (1985) og ""Jordskælv"" (1988).
</p><p>I 1988 indspillede gruppen desuden singlen ""En for alle"" sammen med det danske EM-Landshold, som den officielle fodboldslagssang det år.
</p><p>I 1995 gik gruppen kortvarigt sammen for at komponere og indspille titelmelodien til filmen <i>Cirkus Ildebrand</i>.
</p><p>I 2005 kom endnu en opsamling i Universals <i>Alle tiders-serie</i>, dog med stort set samme numre som på forgængeren ti år tidligere. Bandet drog i 2006 ud på en eksklusiv revivalturné, og proklamerede i det samme, at de ikke har planer om nyt materiale. De er fortsat aktive som live-orkester.
</p>"
165519,S.O.A.P.,"['Saseline Sørensen', 'Suriya']",['pop'],"<p><b>S.O.A.P.</b> var en dansk popduo bestående af de dansk-malaysiske søstre Saseline og Heidi Sørensen. De hittede i 1998 med sange som ""Stand By You"" og ""This Is How We Party"" fra debutalbummet <i>Not Like Other Girls</i>, skrevet og produceret af Remee og Holger Lagerfeldt. ""This Is How We Party"" var et top 10-hit i lande som Frankrig, Sverige, Norge og Australien. I Storbritannien blev den #36 på hitlisten, mens sangen i USA opnåede en placering som #51 på <i>Billboard</i>s Hot 100. Ved den danske Grammy-uddeling i 1999 vandt de i kategorierne ""Årets nye danske navn"" og ""Årets danske pop udgivelse"", mens Remee og Lagerfeldt blev nomineret til ""Årets producer"".
</p><p>S.O.A.P. udgav i 2000 deres andet album, <i>Miracle</i>, denne gang kun skrevet af Remee, hvorfra ""S.O.A.P. Is in the Air"" blev et hit. De blev desuden valgt af den australske duo Savage Garden til at være deres opvarmningsband på deres europæiske turné i 2000, og de har ligeledes opvarmet for Backstreet Boys på deres amerikanske stadionturné i 1998. På verdensplan har S.O.A.P. solgt tæt på 2 millioner album og singler, og været tilknyttet Mariah Careys pladeselskab, Crave, i USA.
</p><p>I 2002 valgte de at gå i opløsning, og Saseline og Heidi har siden hver for sig forfulgt en solokarriere.
</p><p>Pigerne fra S.O.A.P. er desuden søstre til den kendte barnestjerne Danny Kool.
</p>"
101372,Sergeant Cane,"['Flemming Brorson Møller', 'Henrik Grandt Jakobsen', 'Knud-Erik Thrane', 'Lars Viberg', 'Leif Kjøgs Hansen', 'Ole Skou', 'Troels Mikaelsen']",['pop'],"<dl><dd><span typeof=""mw:File""><span></span></span><i> Denne artikel omhandler en dansk popgruppe. Opslagsordet har også en anden betydning, se Cane (tv-serie).</i></dd></dl>

<p><b>Sergeant Cane</b>, også kendt som <i>Cane</i> og <i>The Sergeant Cane Project</i>, er en dansk popgruppe fra Nordjylland dannet i 1978. Gruppen vandt i 1980 ungdomsbladet <i>Ung Nu's</i> tredje udgave af <i>DM i Popmusik</i>.
</p><p>Sergeant Cane blev dannet i 1978 af Henrik Grandt Jakobsen (trommer og sang), Troels Mikaelsen (guitar og sang), Knud-Erik Thrane (keyboard og sang) og Flemming Brorson Møller (bas og sang).
</p>"
1156934,Shirtsville,"['Claus Kilpatrick', 'Jacob Eriksen', 'Jakob Meinert', 'Ole Grønne']",['pop'],"<p><b>Shirtsville</b> var et dansk popband fra Aarhus, der blev etableret i 1986. Gruppen bestod af Jakob Meinert, Ole Grønne, Claus Kilpatrick og Jacob Eriksen, og har udgivet tre albums.
</p><p>Shirtsville var nomineret til prisen for Årets Danske Gruppe ved Dansk Grammy i 1996.
</p><p>I 2014 døde Eriksen af en blodprop i en alder af 48 år. Allerede i 2006 var han blev ramt af en blodprop i hjernen, der gjorde ham lam i den ene side, hvorfor han måtte opgive guitaren, og gik i stedet over til at spille klaver.
</p>"
48653,Souvenirs,"['Nils Torp', 'Sofie Bonde']","['pop', 'schlager (dansk top)']","<p><b>Souvenirs</b> er en dansk popduo bestående af ægteparret Sofie Bonde (sang, guitar) og Nils Torp (bas, keyboards, guitar, violin, cello, trækharmonika, vokal m.m.). Gruppen blev dannet i Hjeds ved Suldrup i 1993. Musikken skrives af Torp i samarbejde med Johnny Voss. De er kendt for numre som ""Han tog et nattog"", ""Jeg troed' du var hos Michael"" og ""Jeg hader Susanne"".
</p><p>Gruppens debutalbum, <i>Souvenirs</i>, udkom i 1994, og i 1996 udkom det andet album; <i>Sommerfugle</i>.
</p><p>I 1997 lavede de sangen ""Hannibal og Jerry"" til familiefilmen af samme navn.
</p><p>Gruppens tredje album, <i>Villa Danmark</i>, udkom i 1998, og det fik tre ud af seks stjerner i musikmagasinet <i>GAFFA</i>.
</p><p>I 2000 udgav de et opsamlingsalbum, der fik fire ud af seks stjerner i <i>GAFFA</i>. Året efter udkom <i>Ude på landet</i>, der fik fire ud af seks stjerner i <i>GAFFA</i>.
</p><p>Efterfølgeren, <i>Cirkus</i>, udkom i 2004. Dette album fik tre ud af seks stjerner i <i>GAFFA</i>. Det samme gjorde <i>Rækkehuse på Mars</i> fra 2008. Det gik bedre for <i>Hinterland</i> fra 2010, som fik fire ud af seks stjerner i samme musikmagasin.
</p><p>Souvenirs har modtaget to priser ved  Danish Music Awards; i 1997 modtog sangen ""Jeg troed' du var hos Michael"" prisien ""Årets Danske Hit"" og <i>Cirkus</i> modtog ""Årets Dansktop Udgivelse"" i 2005.
</p>"
949043,Sweethearts,"['Barbara Ingram', 'Carla Benson', 'Evette Benton']","['pop', 'schlager (dansk top)', 'eurovision pop']","<p><b>Sweethearts</b> er en dansk popgruppe, der spiller coverversioner af dansktopmusik. Gruppen består af sangerinde Pernille Højmark, bassist Kim Kidholm, trommeslager Holger Kølle, keyboardspiller Peter Michael Jensen og afdøde guitarist Bo Bistrup (1989-2019). Sweethearts debuterede med albummet <i>Lyk'lig i en verden af musik</i> i 1992, hvor også sangerinde Marianne van Toornburg medvirkede. Hun forlod gruppen i 1993.
</p><p>I 1992 deltog gruppen i Dansk Melodi Grand Prix 1992 sammen med Keld og Hilda Heick under navnet Sweet Keld &amp; The Hilda Hearts med sangen ""Det vil vi da blæse på"". Sweethearts deltog igen med sangen ""I Must Be Crazy"" ved Dansk Melodi Grand Prix 2005.
</p>"
405828,The Late Parade,"['Frederik Qvitzau', 'Line Grønbech, Jonas Wridt', 'Nicolai Qvindbjerg', 'Rasmus Zedlitz', 'Rune Virgil', 'Troelz Schmidt']",[],"<p><b>The Late Parade</b> har eksisteret siden 2003 og gik i begyndelsen under navnet Tosibb. Gruppen ændrede i 2006 navn til The Late Parade og udsendte i 2007 en selvbetitlet debut-EP, som var indspillet i Hellig Kors Kirke med Frederik Thaae (A Kid Hereafter) som producer.
</p><p>Bandet udsendte den 11. maj 2009 deres første fuldlængde album, ""In Chase Of Red Beads"" med Ebbe Frej (Epo-55) som producer, hvorfra P3 har tidligere har spillet singlerne ""Snowdrops"" og ""Jaguar"".
</p>"
112638,Unite,"['Isaac', 'J.B', 'Laurie', 'Salar']","['eurovision pop', 'rock']","<p><b>Unite</b> er et dansk boyband, der udkom med deres debutalbum den 16. oktober 2006 på pladeselskabet Universal. Albummet blev produceret af Lars Quang, som bl.a. har produceret for C21.
</p><p>Unite består af Laurie (Henrik Christian Abut Lauritsen), Isaac (Isaac Kasule), J.B. (Jesper Bloch) og Salar (Salar Walid). De fire bandmedlemmer kommer fra fire forskellige verdenshjørner. Laurie er katolik, og har en fillippinsk mor og en dansk far. Lauries rigtige navn er Henrik og begyndte at synge efter han vandt i en karaoke-konkurrence i 10. klasse. Isaacs morfar var Ugandas ambassadør i Danmark. J.B er dansk, og hans far var medlem af et rockband der turnerede Danmark tyndt i 80'erne. Salar er født i Prag, men har irakiske forældre.
</p><p>Bandet slog igennem med hitsinglerne ""Don't Fight It"" og ""Butterfly"", som der blev optaget musikvideoer til i Cuba. Siden hen har bandet været med i det danske Dansk Melodi Grand Prix 2008, hvor de endte på en 2. plads med sangen ""Tree Of Life"".
</p>"
871238,Virgin Suicide,"['Jeppe Østergaard', 'Kristian Bønløkke', 'Kristian Schøtt Kyvsgaard', 'Martin Grønne', 'Simon Thoft Jensen', 'Terkel Atsushi Røjle']",['pop'],"<p><b>Virgin Suicide</b> er et københavnsk britpopband, der blev etableret i 2012. Det består af Martin Grønne (forsanger), Terkel Atsushi Røjle (lead guitar), Kristian Schøtt Kyvsgaard, Simon Thoft Jensen og Jeppe Østergaard.
</p><p>Grønne havde tidligere spillet sammen med Kristian Bønløkke, der var med til at stifte gruppen. Bønløkke bragte Grønne og Røjle sammen, hvor de mødtes på Café Louise en tidlig morgenstund. De dannede kort efter gruppen. 
</p><p>I 2012 udgav de EP'en <i>Virgin Suicide</i>, hvorfra sangen ""Killing Everyone That You Know"" blev et moderat hit.
</p><p>Gruppens selvbetitlede debutalbum udkom den 18. maj 2015, og blev godt modtaget af anmelderne. I sensommeren 2015 forlod Bønløkke gruppen.
</p><p>I 2017 udkom opfølgeren, <i>Forever Trouble</i>, som ligeledes fik gode anmeldelser.
</p>"
686365,Zapp Zapp,"['Aaron Blackmon', 'Billy Beck', 'Bobby Glover', 'Carl Cowen', 'Dale DeGroat', 'Eddie Barber', 'Erann DD', 'Greg Jackson (2)', 'Jannetta Boyce', 'Jerome Derrickson', 'Larry Troutman', 'Lester Troutman', 'Michael Warren', 'Nicole Cottom', 'Peter Kane (3)', 'Randy Wallace', 'Ray Davis', 'Roger Lynch', 'Roger Troutman', 'Sherman Fleetwood', 'Shirley Murdock', 'Wanda Rash', 'Zapp Troutman']","['pop', 'funk', 'soul']","<p><b>Zapp Zapp</b> er en dansk musikgruppe i genren funk, soul og pop. Bandet havde kontrakt med Mega Records i 1990'erne. 
</p><p>Bandet blev gendannet i juni 2017 efter at de ikke havde stået på scenen sammen siden 1994. Comeback-koncerten foregik foran 20.000 mennesker i Tivoli i København, i øvrigt sammen med Danseorkesteret. Efterfølgende optrådte Zapp Zapp på Aarhus Festuge. 
</p><p>Foruden Erann DD på vokal er lineup: Tue Röh på keyboard, Søren Nørup på guitar, Jakob Christensen på bas og så har Birk Nevel overtaget Anders Schumanns plads bag trommesættet. 
</p>"
1017692,Alzheimer Klinikken,"['Chadi Abdul-Karim', 'Liam Nygaard OConnor']",['hip hop'],"<p><b>Alzheimer Klinikken</b> var en rapgruppe bestående af Liam Nygaard O'Connor (L.O.C.) og  Chadi Abdul-Karim, og gruppen blev dannet i 1995. De udgav i 1997 deres første demobånd, <i>Respekten Stinker</i>. Året efter udkom EP'en <i>Første Træk</i>.
</p>"
115145,B.A.N.G.E.R.S.,"['DJ Rescue', 'Johnson', 'U$O']",['hip hop'],"<p><b>B.A.N.G.E.R.S.</b> er en dansk rapgruppe som blev stiftet i 1998 af rapperne L.O.C., U$O samt DJ'en DJ Rescue. Kort efter blev N.I.S (NiggerenISlæden), også kendt som Johnson, introduceret og gruppen var fuldtallig.
</p><p>I de to år gruppen var sammen, satte de et stort præg på den danske rapscene, og virkede som forbilleder for mange opkommende danske rappere.
</p><p>Sammen indspillede de en EP som de kaldte for <i>VIP EP'en</i>, som indeholdte fire numre, hvor af det ene var et remix. EP'en som kun udkom på vinyl, og i et stærkt begrænset oplag, kostede dengang 65 kroner, men har siden udviklet sig til et samlerobjekt, og er ved flere lejligheder blevet solgt til over 500 kroner for et brugt eksemplar.
</p><p>For tiden er gruppen gået hver til sit, og de tre rappere har alle gang i solo projekter. Dog har de været at finde samlet flere gange efter deres opbrud. Blandt andet på <i>Gadeplan</i> som er en opsamling, præsenteret af DJ Typhoon, og som udkom i 2004.
</p><p>I dag er der lidt gang i den igen i B.A.N.G.E.R.S.-lejren, og det forlyder at <i>VIP EP'en</i> bliver genoptrykt. Det er Run For Cover der udgiver den som 10"" i et begrænset oplag på kun 500 eksemplarer.
</p>"
850377,Benal,"['Benjamin Hav', 'Magnus Albert Wanscher']","['hip hop', 'electronic']","<p><b>Benal</b> var en dansk rapgruppe bestående af rapper Benjamin Hav og producer Magnus Albert Wanscher. Benal er en sammentrækning af navnene Benjamin og Albert, altså Ben-Al.
</p><p>Duoen har udgivet tre anmelderroste EP'er <i>Baby</i> (2013), <i>Hiphop</i> (2014) og <i>Hvad med nu?</i> (2014). I 2015 udkom opsamlingsalbummet <i>Opstigning</i> og i 2016 udkom debutalbummet <i>Nu</i>, der fik gode anmeldelser. I 2017 udkom albummet <i>Hvis Det Virkelig Er Vigtigt</i>, og i 2018 udkom deres album <i>Benjamin Og Albert</i>.
</p><p>Stilmæssigt kan Benals musik kategoriseres som elektronisk hiphop.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden februar 2020)"">kilde mangler</span></i>]</sup>
</p><p>Benal blev nomineret til Årets danske urbanudgivelse ved Danish Music Awards for albummet <i>Nu</i> i 2016. I 2019 vandt de prisen som Årets danske gruppe og var nomineret til Årets danske livenavn ved samme prisoverrækkelse.
</p>"
107819,Bumsestilen,['Swab'],['hip hop'],"<p><b>Bumsestilen</b> er en dansk rap-gruppe fra Esbjerg. Gruppen vandt i 1999 DM i rap. Medlemmerne i gruppen er Thomas T (rapper), Swab (producer/DJ) &amp; Flex (sang). Tidligere medlemmer er bl.a. Busse (rapper) og Esben (producer). ""Bumsestilen"" har udgivet to anmelderroste albums og har derudover bl.a. været udvalgt til ugens artist af MTV.
<br>
Live spiller de med et band bestående af fire medlemmer og har altid deres egen lydmand Minik med. De har bl.a. gjort god profil til musikshowcasen Live Camp, hvor de blev tilbudt spillejobs på bl.a. Smukfest og Nibe Festival. Har ligeledes spillet to gange til Spot Festival.
<br>
De har udgivet tre officielle musikvideoer, hvoraf en er en kortfilm instrueret af den dansk/afrikanske model Linda Tatiane, og en enkelt livevideo filmet på Tobakken i Esbjerg.
</p>"
903532,De Danske Hyrder,"['Adam Samuelsen', 'Frederik Bohn Bering', 'Martin Dam', 'Oliver Sjur']",['hip hop'],"<p><b>De Danske Hyrder</b> (forkortet <b>DDH</b>) er et dansk rap-kollektiv bestående af fem rappere og sangere samt fem andre medlemmer. De kommer fra Albertslund, hvor flere af deres musikvideoer også udspiller sig. Theodor Praëm og Lucas B. Olsen, som også er en del af gruppen, producerer al deres musik, der bl.a omhandler oplevelser på deres drukture og hele deres ungdom. Deres omkvæd er kendt for, altid at være melodiske, og nogle, man let kan synge med på.
</p><p>Den 24. maj 2013 udgav de deres debut-album med titlen <i>Jeg’ Fuld Hele Tiden Og Er Pisse Ligeglad Du</i>.
</p>"
357534,Kinski,"['Ole Omkvæd', 'Per Vers', 'Turkman Souljah']","['soul', 'hip hop']","<p><b>Kinski</b> er en dansk rap/spoken word-gruppe dannet i 2008 bestående af Per Vers (rap), Ole Omkvæd (rap og spoken word) og Turkman Souljah (scratch).
</p><p>Gruppens debutalbum udkom i 2009 under navnet <i>Vi Taler Dansk!</i>, der blev gjort gratis tilgængelig via gruppens hjemmeside.
</p>"
685054,MFS (musikgruppe),['Atypisk'],['hip hop'],"<dl><dd><span typeof=""mw:File""><span></span></span> <i>Der er for få eller ingen kildehenvisninger i denne artikel, hvilket er et problem. Du kan hjælpe ved at angive troværdige kilder til de påstande, som fremføres i artiklen.</i></dd>
<dd><span typeof=""mw:File""><span></span></span><i> For alternative betydninger, se MFS.</i> <small>(Se også artikler, som begynder med MFS)</small></dd></dl>
<p><b>MFS</b> er en kendt dansk rapgruppe bestående af tre rappere A'typisk, Wood &amp; Hype.
Mfs startede i 2005 og blandt andet dengang havde Lukas Forchhammer med i gruppen.
Gruppen har på youtube flere hits hvor fra femhundredetusind til over en million har set deres videoer.
</p><p>Mfs har blandt andet lavet albumerne <i>Gadens vilkår</i> og <i>Bandaniseret</i>.
Gruppen har blandt andet medvirket i Bubbers tv-program <i>Danmark ifølge Bubber</i>
</p>"
952738,Molotov Movement,"['Benny Jamz', 'Gilli', 'MellemFingaMuzik']",['hip hop'],"<p><b>Molotov Movement</b>, forkortet <b>Molo</b>, er en dansk hiphop-gruppe, der blev dannet i 2014.
</p><p>Den består af rapperne Gilli, Benny Jamz og MellemFingaMuzik (Stepz &amp; Branco). De har alle tidligere medvirket på flere af hinandens udgivelser.
</p><p>Gilli og Benny Jamz har medvirket i en dansk såkaldt ghettofilm, <i>Ækte vare</i>, hvor andre rappere og skuespillere også medvirkede.
</p><p>Molo udgav den 16. juni 2018 en EP'en <i>M.O.L.O.</i>, der består af 6 sange og én intro.
</p>"
