pageid,group,all_members,genres,intro_text
389833,Ensemble 2000,"['Florian Navarro', 'Frederik Munk Larsen', 'Marianne Leth', 'Niels Henrik Nielsen (2)', 'Sven Micha Slot', 'Søren Kinch Hansen', 'Thomas Olufsen', 'Trine Yang Møller']",[],"<p><b>Ensemble 2000</b>, nu kaldet <b>Scenatet</b>, er et ensemble oprettet i 1992 på foranledning af komponist Karl Aage Rasmussen. En gruppe unge komponister og musikere tilknyttet Det Jyske Musikkonservatorium i Aarhus dannede Ensemble 2000 med The Elsinore Players, som forbillede. Begge ensembler bestod af fløjte, klarinet, klaver, guitar, slagtøj, violin og cello. Ensemble 2000 bestilte og uropførte mere end 50 værker af unge danske og udenlandske komponister og udviklede sig til en af hjørnestenene i både det århusianske og det landsdækkende miljø for samtidsmusik.
</p>"
474205,Entrance,"['Bjarne Roupé', 'Bo Stief', 'Ethan Monnot Weisgard', 'Jesper Nehammer', 'Jon Christensen', 'Kasper Winding', 'Kenneth Knudsen', 'Lennart Gruvstedt', 'Palle Mikkelborg', 'Thomas Clausen']","['rock', 'jazz']","<p><b>Entrance</b> var et dansk fusionsjazz-band dannet af Palle Mikkelborg i slutningen af 1970’erne. Gruppen var aktiv i få år, men anses som et banebrydende orkester i dansk musik.
</p><p>Gruppen udgav sit første album <i>Entrance</i> i 1977 på Metronome (MLP 15612). På albummet medvirkede Palle Mikkelborg, Kenneth Knudsen, Jesper Nehammer, Bo Stief og Kasper Winding. Musikken er klassisk jazz/rock fusionsmusik hvor alle instrumenter er ligeværdige. Det tekniske niveau er højt med overraskende harmonier.
</p><p>Gruppens andet album <i>Live as Well</i> blev udgivet i 1978 også på Metronome (MLP 15631) og internationalt på Atlantic Records. Albummets side 1 bestod af tre numre indspillet i Sweet Silence Studios i august/september samme år. Albummets side 2 var tre numre optaget live ved gruppens optræden på Montreux Jazz Festival i juli samme år. På albummet medvirkede den samme besætning som på debutalbummet, bortset fra Kasper Winding, der var blevet udskiftet med Jon Christensen.
</p><p>Orkesteret var herefter mindre aktivt, og Mikkelborg koncentrerede sig i stedet om orkesteret Alpha Centauri, men i 1984 udkom albummet <i>Palle Mikkelborg´s Journey to ...</i>. På albummet medvirkede ud over Mikkelborg Jesper Nehammer, Bo Stief, Thomas Clausen, Bjarne Roupé, Lennart Gruvstedt og Ethan Monnot Weisgard.
</p><p>I 1984 udsendte Mikkelborg albummet <i>To Whom It May Concern - Greatest</i>, hvorpå bl.a var indeholdt 10 numre med Entrance optaget live under optræden i 1982 på Montmartre i København.
</p><p>Flere af medlemmerne af Entrance medvirkede ved indspilningen af <i>Aura</i>, da Radioens Big Band og Miles Davis indspillede Palle Mikkelborgs suite ”Aura” i forbindelse med Davis’ modtagelse af Léonie Sonnings Musikpris i 1984.
</p>"
117047,Epo-555,"['Camilla Florentz', 'Ebbe Kristian Frej', 'Hans Emil Hansen', 'Mikkel Max Hansen', 'Tine Winther']","['pop', 'indie rock', 'lo-fi', 'country', 'shoegaze']","<p><b>epo-555</b> er et dansk indieband. I 2004 udgav de deres debutalbum Dexter Fox på det danske pladeselskab Crunchy Frog. I 2006 udgav de deres andet album Mafia og i 2007 ep lp'en Mafia Fallout.
</p><p>Deres musik karakteriseres ifølge Undertoner Arkiveret 17. december 2005 hos  Wayback Machine som en ""blanding af simple popmelodier, analoge keyboards og fascination af de tidlige 90’eres shoegazer-scene."" <br>
Den originale bandbesætning bestod af Mikkel Max Hansen, Camilla Florentz, Ebbe Frej og Jacob Nielsen. <br> 
På deres andet album blev Jacob Nielsen skiftet ud med Hans Emil Hansen (Tidl. Traening som også har sit solo-sideprojekt Evil Death Machine). Senere gik Camilla Florentz på grund af graviditet, ud af bandet, og Tine Winther kom med i stedet for. Camilla Florentz lavede senere sammen med Mikkel Max Hansen og Ivan Petersen  sideprojektet Oliver North Boy Choir.
</p><p>Ivan Petersen og Mikkel Max Hansen fra Oliver North Boy Choir annoncerede 27-07-2009 et nyt band med navnet The Boombox Hearts, som i følge Gaffa spiller en blanding af 60'er-pop, lo-fi, country og indie. I samme udmelding Mikkel Max Hansen og Ivan Petersen blev det fortalt, at de var gået sammen om et band, som spiller og synger på dansk. Dette band har fået navnet Tempomatador (tidligere kaldt Mikkel Max &amp; Drømmenes Bodega)<br>
</p><p>I 2009 den 5. september, efter lang tids tavshed omkring bandets fremtid, spillede epo-555 deres afskedskoncert i anledningen af Crunchy Frog's 15 års fødselsdag. Her gav de koncert sammen med bl.a. Powersolo, Lars and The Hands of Lights, 18th Dye, Beta Satan og First Floor Power. Epo-555 spillede her deres yndlings sange: Maid in china, Sophia, Le beat's on fire, Hyperschlieb, Sugarspiced Suicide, Pizza Tintin, Pre-Emptive Stroke og Harry Mämbourg. 
</p><p><br>
</p>"
379300,Er de sjældne,"['Lone Hørslev', 'Solveig Sandnes']",[],"<p><b>Er de sjældne</b> var et poetisk/musikalsk samarbejde mellem musikeren Solveig Sandnes og forfatteren Lone Hørslev.
</p><p>Samarbejdet resulterede den 30. marts 2009 i debutalbummet <i>Lyserød lyseblå beige</i> på Geiger Records. Albummet er senere blevet udgivet på cd. Nummeret ""Spurvehøg"" fra pladen lå på et tidspunkt nr. 1 på Det Elektriske Barometer i seks uger, ligesom resten af pladen har høstet gode anmeldelser rundt omkring i Danmark. Blandt andet fik albummet fire stjerner i GAFFA.
</p><p>I 2015 udkom albummet <i>Olé olé</i>, ligeledes til fine anmeldelser.
</p><p>Solveig Sandnes døde 16. april 2018, efter at have været syg med kræft i 12 år.
</p>"
857230,Esben Just Trio,"['Esben Just', 'Henrik Schou Poulsen', 'Niels Ratzer', 'Ole Skipper', 'Søren Frost']","['jazz', 'blues']","<dl><dd><span typeof=""mw:File""><span></span></span> <i>Denne artikel bør gennemlæses af en person med fagkendskab for at sikre den faglige korrekthed.</i></dd></dl>

<p><b>Esben Just Trio</b> er en dansk jazz-trio.
</p><p>Gruppen startede i 1998 under navnet <b>SP, Just og Frost</b>, bestående af Esben Just Christensen (piano/vokal), Søren Frost (trommer/kor) og Henrik Schou Poulsen (SP) (bas/kor). I 2004 vandt gruppen en DMA folk for <i>Årets danske blues-album</i> med albummet <i>Peace in the Valley</i>.
</p><p>SP forlod bandet i 2007, hvorefter Ole Skipper Mosgaard var bassist i bandet, der ændrede navn til <b>Skipper-Just-Frost</b>. I 2011 valgte gruppen at stoppe.
</p><p>I 2014 opstod ""Esben Just Trio"", med Esben Just (piano/vokal), Henrik (SP) Poulsen (bas) og Niels Ratzer (trommer), ved nogle af de efterfølgende koncerter, har det været Ole Skipper og ikke SP der var bassist i trioen.
</p>"
969398,Everybody's Talking,"['Billy Cross', 'Jimmy Bacoll']","['pop', 'rock']","<p><b>Everybody's Talking</b> er en dansk musikgruppe bestående af Billy Cross, Jimmy Colding og Lars Maasbøl, der blev dannet i 2002.
</p><p>Repertoiret er hovedsageligt coverversioner af etablerede pop-rock-numre som Peter Framptons “Baby, I Love Your Way”, Eric Claptons “Lay Down Sally”, Merle Haggards “Mamma Tried”, David Bowies “Changes” og Bob Dylans “Mighty Quinn”. Musikken har et akustisk præg.

</p>"
487483,F.U.K.T.,"['Anders Meinhardt', 'Casper Meinhardt', 'Lars Magnus Halvorsen', 'Rune Rawson']",['drum and bass'],"<p><b>F.U.K.T.</b> er en drum and bass-gruppe fra Danmark.
</p><p><br>
</p>"
403320,Fagget Fairys,"['Carla Camilla Hjort', 'Elena Carli Čosović']",['pop'],"<p><b>Fagget Fairys</b> er en dansk duo, der består af DJ Sensimilla (Carla Camilla Hjort) og MC ENA (Elena Carli Čosović).
</p><p>Første single ""Feed the Horse"" er samtidig titlen på debutalbummet, der udkom i marts 2009. Albummet modtog fem ud af seks stjerner i musikmagasinet <i>GAFFA</i> og fire ud af seks stjerner i <i>soundvenue</i>.
</p><p>De har med vilje stavet navnet ""Fagget Fairys"", og ikke ""Faggot Fairies"", hvilket ville havet være korrekt engelsk.
</p><p>I New York mødte Fagget Fairys også Rasmus Bille Bähncke aka Popdaddy, der sammen med Carla Camilla har været hovedproducer på det kommende album <i>Feed the Horse</i>.
</p>"
486330,Faktaposen,"['DJ Scan', 'DJ Static', 'Kenneth K', 'Kenneth K, Scan og DJ Static']","['pop', 'hip hop']","<p><b>Faktaposen</b> var en hip hop-gruppe fra Danmark. Den bestod af de fiktive personer Alko-Holger, Bo-Dega og DJ Preben-Jæger, med de virkelige personer Kenneth K, Scan og DJ Static bag. Gruppen udgav tre albums og et par singler. Gruppens mest populære hits var nummeret ""Ah Yeah"". Nummeret blev udgivet på opsamlingsalbummet <i>Dansk Rap 1988-2003</i> af pladeselskabet Edel-Mega Records i 2003.
</p>"
477877,Fastpoholmen,"['Adam Fastholm', 'Dawn Fastholm']","['folk', 'reggae']","<p><b>Fastpoholmen</b> (FPH) er world-, reggae-, folk-band med otte medlemmer, der har rødder i Sverige, men har base i København. FastPoHolmens musik udspringer fra sangskriver Adam Fastholms sange og kompositioner.
</p><p>Adam er dansk, men er vokset op i Sverige. Sammen med sin kusine, sangerinden Dawn Fastholm, grundlagde han FastPoHolmen i 2007.
</p><p>I juli 2010 udgav FPH debutalbummet <i>En Stund</i> på det nyetablerede pladeselskab Free Kids Records, der har til huse på Nørrebro i København. Bookingbureauet Beatbox fik ørerne op for bandet og startede et samarbejde med FPH tidligt 2011. I foråret 2011 blev <i>En Stund</i> genudgivet på et nyt distributionsselskab. Pladen fik gode anmeldelser, og bandet blev booket til blandt andet Spot-festival og koncerter rundt omkring i Danmark og Sydsverige.
</p><p>Nummeret ""Himlen"" blev stemt ind på toppen af Det Elektriske Barometer på P3 og blev liggende i 10 uger. Sangen ""Min Kära"" blev den mest spillede sang på P6 i maj 2011, og avisen Urban udnævnte phonogrammet til et af årets album i 2011.
</p><p>Frem til den første udgivelse af <i>En stund</i> var det mest som duo, at FastPoHolmen præsenterede deres musik, til tider bakket op af deres musikdyrkende venner og familie. Men i takt med albummets succes og at der rullede flere og større jobs ind, kom der flere bandmedlemmer til; og på Roskilde Festivals Pavillon-scene i 2011 præsenterede FastPoHolmen sig for første gang som et ottemandsorkester. Fra da af bestod FastPoHolmen udover Adam og Dawn af Thomas Fløe Nielsen, Kristoffer Sidenius, Jay Habib, Trine Trash, Kristian Rinck-Henriksen og Anders Juhl Nielsen.
</p><p>Roskildekoncerten høstede rigtig gode anmeldelser fra de store dagblade og musikmagasiner<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden november 2020)"">kilde mangler</span></i>]</sup> og skabte interesse for flere koncerter rundt omkring i Danmark, blandt andet i Voxhall i Aarhus, Vega i København, Posten i Odense, Stars i Vordingborg, Klaverfabrikken Hillerød, Gimle Roskilde mv.
</p><p>I foråret 2012 begyndte forberedelserne til et nyt album; sommer- og efterårsaftener og -nætter blev brugt i Compound studio på Sankt Hans torv sammen med producer Thomas Fritsche.
</p><p>I midten af marts 2013 udkom Fastpoholmens andet album, <i>Andas In</i>. Albummet fik rigtigt pæne anmeldelser i både danske og nu også svenske medier. Albummet blev fulgt op af en lang række koncerter; heriblandt Øresundsfestival, Putte i Parken, Öland Roots, Scandinavia Reggae Festival og af en danmarksturne fra Syd- til Norddanmark.
</p><p>I november 2013 modtog Fastpoholmen en Danish Music Award for årets bedste world-album.
</p>"
14506,FemininuM,"['Freja Eva Lockenwitz', 'Michala Iben Riis-Vestergaard']",['eurovision pop'],"<p><b>FemininuM</b> var en gruppe bestående af Michala Iben Riis-Vestergaard (født 16. oktober 1986) og Freja Eva Lockenwitz (født 1. januar 1987). FemininuM vandt De Unges Melodi Grand Prix 2000 (Børne1'erens melodi grand prix) med sangen <i>Sort sort snak</i>.
</p>"
453323,FIGURA Ensemble,['Helene Gjerris'],[],"<p><b>Figura Ensemble</b>, består af mezzosopranen Helene Gjerris, slagtøjsspilleren Frans Hansen, klarinettisten Anna Klett, kontrabassisten Jesper Egelund, komponisten Peter Bruun, forfatteren Ursula Andkjær Olsen og scenografen Filippa Berglund. Producent Stine Marie Mortensen (2007-2019)
FIGURA har eksisteret siden 1993.
</p><p>Til daglig administreres Figura af Jesper Egelund.
</p><p>Seneste priser og nomineringer givet til Figura Ensemble
</p><p>2017
Nomineret til Nordisk Råds Musikpris
</p><p>2010
Helene Gjerris modtog Dansk Komponist Forenings Musikerpris
</p><p>2009
Reumert-prisen for Årets Børneteaterforestilling for Historien om en mor som FIGURA Ensemble producerede i samarbejde med Corona La Balance – nu Teater ZeBU.
</p><p>2009
Ursula Andkjær Olsen blev nomineret til Nordisk Råds Litteraturpris for sin digtsamling Havet er en scene.
</p><p>2008
Peter Bruun modtog Nordisk Råds Musikpris for musikken til Miki Alone.
</p>
<dl><dd><span typeof=""mw:File""><span></span></span> <i>Der er for få eller ingen kildehenvisninger i denne artikel, hvilket er et problem. Du kan hjælpe ved at angive troværdige kilder til de påstande, som fremføres i artiklen.</i></dd></dl>

<p>
</p>"
404059,Filur (band),"['Kasper Bjørke', 'Tomas Barfod']","['rock', 'electronic']","<dl><dd><span typeof=""mw:File""><span></span></span><i> For alternative betydninger, se Filur.</i> <small>(Se også artikler, som begynder med Filur)</small></dd></dl>
<p><b>Filur</b> er en dansk duo, der består af de to musikere, djs og producere Tomas Barfod og Kasper Bjørke, der har lavet musikken til <i>The Con</i>, mens Josephine Philip står for tekst og vokal.
</p><p>Filur blev dannet i 1999 i København og siden har duoen produceret nogle af de største dance hits i Danmark. Deres sidste single ""You &amp; I"" med Pernille Rosendahl på vokal har været en crowdfiller på diskoteker over hele Europa siden det udkom i 2003.
</p><p>Duoen har også turneret flittigt i Japan og USA og har vundet to Danish Music Awardss for ""Bedste Producere"" for albummet <i>Exciting Comfort</i> i 2001 og ""Bedste Dance Album"" for <i>Deeply Superficial</i> i 2003.
</p><p>På albummet <i>Into The Wasteland</i> medvirker udover Josephine Philip navne som Stina Nordenstam, Dominique Keegan og den tidligere forsanger i Gus Gus, Blake.
</p><p>Udover at spille sammen i Filur har Tomas og Kasper gang i flere sideprojekter. Tomas spiller bl.a. trommer i partyrock bandet Who Made Who og electrobandet Jatoma, og Kasper har netop startet et nyt band med navnet Man My Machine.
</p>"
429303,The Fireflies,"['Henriette Andersen', 'Julia Fabrin Jakobsen', 'Mathilde Christensen']","['soul', 'country']","<p><b>The Fireflies</b> er en dansk countrygruppe, som blev dannet i forbindelse med <i>X Factor 2010</i>, da dommeren Carsten ""Soulshock"" samlede Henriette Andersen (18 år, fra Skanderborg), Julia Fabrin (22 år, fra København (f. 6.3.1987)) og Mathilde Christensen (17 år, fra Randers (f. 4.5.1994 )), der havde meldt sig til konkurrencen som solister, men var blevet frasorteret inden ""superbootcamp"". The Fireflies endte på fjerdepladsen i konkurrencen. Sony Music havde i forbindelse med <i>X Factor</i> førsteret til at skrive kontrakt med dem, men valgte at lade være med at gøre brug af denne ret. Efterfølgende har gruppen fået en pladekontrakt med A:larm Music. Den. 26. april 2010 udsendte The Fireflies singlen ""It's Useless"", der er produceret af Soulshock &amp; Karlin og er første single fra deres debutalbum.
</p>"
249329,Dansk Fløde,"['Bjørn Vidø', 'Jesper Eugen-Olsen', 'Marcelino Ballarin', 'Mikael Fleron', 'No. 1 (2)']","['rock', 'punk']","<p><b>Dansk Fløde</b> er et dansk do-it-yourself punkrockband,
grundlagt i marts 2003. Dansk Fløde arbejder med positiv, højenergisk kunst som virkemiddel, og med deltagelse og interaktivitet med tilskueren.
</p><p>Med inspiration fra Velvet Underground, Ramones og Beastie Boys, har de skabt deres helt unikke udtryk, og udviklet sig til mere end et band. Dansk Fløde er nu en kunstgruppe bestående af 10-15 mennesker, der laver alt selv; skærer vinyler, har eget pladeselskab, laver kunstudstillinger, koncerter, producerer film og musikvideoer.
</p><p>Bandets debutkoncert var 16 august 2004 på et udsolgt RUST, hvor de gav 11 numre.
</p><p>Dansk Fløde blev Robert-nomineret i 2008 for bedste lyddesign på den danske spillefilm <i>Cecilie</i> af Hans Fabian Wullenweber.
</p>"
1022326,FOOL (musikduo),"['Adrian Mikkelsen', 'Rasmus Jarby']","['pop', 'hip hop', 'trap']","<p><b>FOOL</b> er en dansk musikduo, der består af Adrian Mikkelsen (sang) og Rasmus Jarby (aka Jabs) (producer).
</p><p>Duoens singler “Strapped”, “Worry” og “Outcast” er til streamet mere end 50 millioner gange.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden august 2020)"">kilde mangler</span></i>]</sup>
</p><p>Duoen har optrådt på blandt andet Smukfest, Jelling Festival, Distortion og Roskilde Festival. Soundvenue anmeldte koncerten på Roskilde Festival i 2018 under over overskriften ”Fool skabte Roskilde Festivals største teenagefest”.
</p><p>De har været nomineret til P3 Talentet ved P3 Guld, til Årets Musiknavn ved iByen Prisen og til en DMA i kategorien Årets Danske Streaminghit “Strapped”.
</p><p>Duoens to medlemmer mødtes tilfældigt i studiet hos Waqas fra Outlandish, men et musikalsk broderskab udviklede sig over et par år. FOOL udgav deres første single i 2017 og skrev derefter ret hurtigt under på en pladekontrakt med Sony Music Denmark. De beskæftiger sig mest med r&amp;b genren, men der er også facetter fra pop, hiphop. Adrian begyndte med at sidde på Færøerne og Bornholm og imitere Justin Bieber og Miguels Youtube-videoer. Rasmus studerede populærmusikkens kanoner i detaljer–sangskrivningen, produktionen, lyrikken.
</p>"
