pageid,title,cleaned_member
1005160,ORM (band),"['Simon S. Andersen', 'Theis W. Poulsen', 'Adam Schønemann', 'Malthe Yde Tiufkær', 'Troels C. Nielsen']"
866543,Panzerchrist,"['Michael Enevoldsen', 'Lasse D. R. Bak', 'Bo Summer', 'Reno H. Kiilerich', 'Karina Bundgaard', 'Rasmus Henriksen', ""Frederik O'Carrol"", 'Lasse Hoile', 'Finn Henriksen', 'Nicolej Brink', 'Danni Lyse Jelsgaard', 'Magnus Jørgensen', 'Michael Kopietz', 'Simon Schilling', 'Jes Christensen']"
551868,Pyramaze,"['Jacob Hansen', 'Matthew Barlow', 'Lance King', 'Michael Kammeyer', 'Toke Skjønnemand', 'Niels Kvist', 'Morten Gade Sørensen', 'Jonah Weingarten', 'Urban Breed (2)', 'Terje Harøy']"
348528,Raunchy,"['Mike Semesky', 'Lars Christensen', 'Jesper Andreas Tilsted', 'Jesper Kvist', 'Jeppe Christensen', 'Morten Toft Hansen', 'Lars Vognstrup', 'Kasper Thomsen']"
162747,Saturnus (band),"['Thomas A.G. Jensen', 'Brian Pomy Hansen', 'Henrik Odgaard Glas', 'Indee Rehal-Sagoo', 'Julio Ferlehr', 'Peter Erecius Poulsen', 'Anders Ro Nielsen', 'Nikolaj Borg', 'Christian Brenner', 'Tais Pedersen', 'Kim Sindahl', 'Mikkel Andersen', 'Morten Skrubbeltrang', 'Jens Lee', 'Kim Larsen', 'Pouli Choir', 'Henrik Glass', 'Jesper Christensen', 'Jesper Saltoft', 'Lennart Jacobsen', 'Peter Heede']"
684261,September (hardrockgruppe),"['Thomas Melbye-Hansen', 'Lasse Frederiksen', 'Martin Christensen', 'Bo Louring Mortensen']"
477564,Seven Thorns,"['Lars Borup', 'Gabriel Tuxen', 'Mads Mølbæk', 'Asger Waagner Nielsen', 'Björn Asking']"
436431,Sortsind,"['Svig', 'Sorg', 'Smerte']"
85622,Stormslag,[]
387825,Submission,"['Lasse Sivertsen', 'Christoffer Kjeller', 'Kasper Kirkegaard', 'Boris Tandrup', 'Morten Løwe', 'Bjarne Christiansen', 'Steven Qvist']"
496656,Svartsot,"['Cris J.S. Frederiksen', 'Hans-Jørgen Martinus Hansen', 'Thor Bager', 'Frederik Uglebjerg', 'Michael Alm', 'Simon Buje', 'James Atkin', 'Danni Jelsgaard', 'Uffe Dons Petersen', 'Cliff Nemanim', 'Michael Lundquist Andersen', 'Niels Thøgersen', 'Martin Kielland-Brandt', 'Claus B. Gnudtzmann', 'Stewart C. Lewis', 'Henrik S. Christensen', 'Marcelo Freitas']"
708051,The Interbeing,"['Dara Toibin', 'Torben Pedersen', 'Kristoffer Harthing Egefelt', 'Boas Segel']"
503037,Vanir,"['Mikael Christensen', 'Michael Lundquist', 'Mads Andersen', 'Martin Rubini', 'Jon Elmquist Schmidt', 'Stefan Dujardin', 'Andreas Bigom', 'Mike Kirkeby Pedersen', 'Sabrina Glud', 'Daniel Kronskov', 'Lars Bundvad', 'Phillip Kaaber']"
1159624,VOLA,"['Asger Mygind', 'Martin Werner', 'Nicolai Mogensen', 'Adam Janzi', 'Jeppe Bloch', 'Niklas Scherfig', 'Niels Dreijer', 'Felix Ewert']"
504623,Fede Finn og Funny Boyz,"['Lennart Johannesen', 'Finn Gustavsen', 'Torben Eilersen', 'Maud Kofod', 'Robert Langkilde', 'Lars Andreasen', 'Jimmi Koldenborg', 'Jørn Rosenville', 'Katrine Daugaard', 'Jesper Storm Kristoffersen']"
329687,Kim & Hallo,"['Kim Harring', 'Lasse Mark', 'Martin Lykke', 'Tobias Mygind', 'Brian Karlsen']"
249284,The Antonelli Orchestra,"['Claes Antonsen', 'Jacob Andersen']"
66327,Aqua (band),"['Lene Nystrøm', 'René Dif', 'Claus Norreen', 'Søren Rasted']"
359406,Barcode Brothers,"['Anders Øland', 'Christian CMN Møller Nielsen']"
89426,Bikstok,"['EaggerStunn', 'Blæs Bukki', 'Pharfar']"
850575,Cargo,"['Kenn The Killer Haunstoft', 'Ronnie NME Veiler', 'Mikee Simonsen', 'Cecilia Cruz']"
1008702,Crispy,"['Mette Christensen', 'Christian Møller', 'Mads B.B. Krog', 'Gry Bay']"
286085,Cut'N'Move,"['Zindy Laursen', 'MC Zipp', 'Per Holm', 'Jørn K', 'Thera Hoeymans']"
127339,Daze,"['Trine Bix', 'Jesper J.T. Tønnov Rasmussen', 'Lucas Sieber']"
405170,Dr. Baker,"['Kenneth Bager', 'Michael Pfundheller', 'Camilla Wisøfeldt', 'Charlotte Wisøfeldt', 'Lasse Illinton Mosegaard', 'Kenn The Killer Haunstoft']"
432271,Hit'n'Hide,"['Morgan Jalsing', 'Christina Schack', 'Jeanne Christiansen']"
60759,Infernal,"['Lina Rafn', 'Paw Lagermann']"
856210,Little Trees,"['Marie Brøbech', 'Stephanie Nguyen', 'Sofie Walburn Kring']"
165728,Me & My,"['Susanne Georgi', 'Pernille Georgi']"
1126701,Sunzet,"['Tine Bjerggaard', 'Morten Trøst', 'Peter Stenbæk']"
120696,Toy-Box,"['Aneela Mirza', 'Amir El-Falaki']"
912217,AmadeusEnsemblet,"['Gunnar Stig Hansen', 'Anders Keiding', 'Susanne Dahl (2)', 'Hanne Nielsen (3)', 'Jørgen Münster', 'Mikkel Ring (2)', 'Helge Lomholt', 'Thomas Simonsen', 'Charlotte Kahlke', 'Lone Bang Hemmeth', 'Steen Andersen (3)', 'Ole Sørensen (3)', 'John Havn Eriksen', 'Lisa Luckow Jensen', 'Annette Olsson', 'Vibeke Karlsson', 'Martin Åkerwall']"
912287,Birkerød Kammerorkester,[]
914192,Collegium Musicum (Danmark 1944),[]
916128,Det danske Ungdomsensemble,[]
916231,Ensemble Felix,[]
914539,Ensemble MidtVest,"['Elina Lehto', 'Matthew Jones (2)', 'Fredrik Sjølin', 'Asbjørn Nørgaard', 'Jonathan Slaatto', 'Malin Nyström', 'Charlotte Norholt', 'Sanna Ripatti', 'Svante Wik', 'Peter Kirstein', 'Emily Fowler', 'Etienne Boudreault', 'Karolina Weltrowska', 'David Samuel (5)', 'Ana Feitosa', 'Martin Qvist Hansen', 'Neil Page (2)', 'Tommaso Lonquich', 'Jonathan Slaato']"
914613,Esbjerg Ensemble,"['Mats Olofsson', 'Karl Kramer Johansen', 'Ron Chen-Zion', 'Frederik Gislinge', 'Kerstin Thiele', 'Anders Gedde-Dahl', 'Niels Chr. Øllgaard', 'Sakari Tepponen', 'Bogdan Božović', 'Lotte Wallevik', 'Dorothea Wolff', 'Hans Christian Bræin', 'Janne Fredens', 'Christian Martinez (2)', 'Ina Tagmose', 'Tim Frederiksen', 'Michel Camille', 'Ulrich Stærk', 'Vanja Louro', 'Ursula Smith (2)', 'Peder Linneberg', 'Bertel Søeborg Olsen', 'Henning Folmer Jensen', 'Fin Hansen', 'Henrik Krarup', 'Irina-Kalina Goudeva', 'Etienne Boudreault', 'Dorthe Zielke', 'Helene Gjerris', 'Bertil Andersson (2)', 'Jeppe Skovgaard Rasmussen', 'Julie De Fontenay', 'Ron Hilbuch', 'Xanthe Arthurs', 'Mark Hughes (13)', 'Jens Tofte-Hansen', 'Marianna Shirinyan', 'Sini Simonen', 'Nicholas Smith (4)', 'Karen Lassen', 'David Hildebrandt', 'Antti Salovaara', 'Olga Kotchenkova', 'Robert Sonne', 'Monica Bauchwitz', 'Steen Madsen', 'Ole Bartholin Kiilerich', 'Alexa Lütke', 'Joke Wijma', 'Rachel Bullen']"
911519,Århus Sinfonietta,"['Mads Bendsen', 'David Strong', 'Helen Poulsen', 'Klaus Gottlieb', 'Ulla Andresen Schmidt', 'Rene Højlund Sørensen', 'Erik Kaltoft', 'Peter Prehn', 'Eva Østergaard', 'Annemette Juul Pedersen', 'Per Morten Bye', 'Birgitte Bærentzen Pihl', 'Signe Madsen', 'Erik Beselin', 'Henrik Husum', 'Lars Thygesen', 'Per Lund Mortensen', 'Anders Larsen (2)', 'Jens Lund Madsen', 'Niels Ole Bo Johansen', 'Rafael Alfino', 'Vibeke Kærsgaard Lembcke', 'Ina Tagmose', 'Martin Schuster (2)']"
485476,Able Gospel Choir,[]
391720,Akademisk Kor,['Bente Panoff']
1005420,Akademisk Kor Århus,[]
360521,Allerød Drengekor,[]
132321,Ars Nova Copenhagen,"['Bo Holten', 'Helle C. Pedersen', 'Else Torp Schröder', 'Bente Vist', 'Jakob Skjoldborg', 'Tine Gaardsdal', 'Nina Fischer', 'Julian Podger', 'Christopher Watson', 'Iris Oja', 'Jakob Bloch Jespersen', 'Ellen Marie Christensen', 'Tomas Medici', 'Louise Skovbaech', 'Hilde Dolva Ramnefjel', 'Thomas Kiørbye', 'Linnéa Lomholt', 'Henrik Lund Petersen', 'Asger Lynge Petersen', 'Christian Damsgaard', 'Ann-Christine Wesser Ingels', 'Jens Vind', 'Andres Kontus', 'Jesper Busk Sørensen', 'Villy Rosengren Nielsen', 'Amanda Flodin', 'Signe Asmussen', 'Jakob Soelberg', 'Josef Hamber', 'Kristin Mulders', 'Nanna Hovmand', 'Tine Jarl', 'Poul Emborg', 'Hans-Henrik R. Olsen', 'Luis Toscano', 'Hanna Kappelin', 'Paul Bentley-Angell', 'Elenor Wiman', 'Klaudia Kidon', 'Rikke Lender', 'Rasmus Kure Thomsen', 'Sine Tofte Hannibal', 'Rebecca Forsberg Svendsen']"
137948,Copenhagen Gospel Choir,[]
86686,Cæciliaforeningen,[]
362802,Det Ny Kammerkor,[]
249326,DR Koncertkoret,[]
674947,DR Pigekoret,[]
292994,DR VokalEnsemblet,"['Stephen Layton', 'Nina Fischer', 'Linnéa Lomholt', 'Christine Nonbo', 'Malene Nordtorp', 'Klaudia Kidon', 'Rikke Lender', 'Hanna-Maria Strand', 'Nina Bols Lundgren']"
385042,Det Danske Drengekor,[]
1159465,Gospel-kids,[]
273310,Gospelkoret Joyful Voices,[]
148276,Herning Kirkes Drengekor,"['Peter Lodahl', 'Michael Lindberg (3)']"
986798,Holbæk Sangkor,[]
757232,Horne Mandskor af 1845,[]
659352,IKI,[]
704365,Kammerkoret Camerata,[]
929143,Kammerkoret Gock,[]
309022,Kastrup kammerkor,[]
52027,Det Kongelige Danske Musikkonservatoriums Børnekor,[]
184263,Københavns Bachkor,[]
120881,Københavns Drengekor,"['Hans Christian Andersen (2)', 'Kjeld Ingrisch']"
1149431,Københavns Kammerkor,['Arne Bertelsen']
221811,Københavns Kantatekor,[]
711211,Mellervang Koret,[]
692569,Mogens Dahl Kammerkor,['Mogens Dahl']
297219,Mosaik (kor),[]
1151076,Musica Ficta,"['Rie Koch', 'Bo Holten', 'Torben Eskildsen', 'Birte Stokkebæk', 'Palle Jensen', 'Birgitte Stougaard', 'John Kjøller', 'Jolaine Kerley', 'Anne Mette Balling', 'Hans Henrik Raaholt', 'Ole Norup', 'Anders Holte', 'Kim Nandfred', 'Torsten Nielsen', 'Peter Fristrup', 'Anna Maria Antonius Wierød', 'Ellen Marie Christensen', 'Linnéa Lomholt', 'Ole Hedegaard', 'Helen Rossil', 'Susannah Carlsson', 'Elisabeth Ørsnes', 'Ann-Christine Wesser Ingels', 'Jakob Soelberg', 'Aino Lund-Lavoipierre', 'Jacob Ægidius', 'Paul Bentley-Angell', 'Christine Nonbo', 'Malene Nordtorp', 'Rasmus Kure Thomsen', 'Søren Tidmand', 'Marianne G. Nielsen', 'Lauritz Jakob Thomsen', 'Louise Odgaard', 'Eva Wöllinger-Bengtsson', 'Tobias Aabye Dam', 'Rebecca Forsberg Svendsen', 'Sune Hjerrild', 'Helen R. Rasmussen', 'Stephen Yeseta', 'Hanne Bremholm', 'Nils Greenhow', 'Marie Louise Therkildsen Odgaard']"
179315,Oktoberkoret,[]
98725,Roskilde Domkirkes Drengekor,[]
151199,Sankt Annæ Pigekor,[]
341279,Sct. Pauls Cantori,[]
731917,Sokkelund Sangkor,[]
921694,Staka,"['Jojo Hiroshige', 'Junko', 'Michiro Endo', 'Naoto Hayashi', 'Jun Inui']"
344734,Studenter-Sangforeningen,[]
979531,Syngedrengene,"['Sten Sejr', 'Mogens Rex', 'Bo Jørgensen (3)', 'Brian Larsen (5)']"
1113928,Vocal Line,"['Jens Johansen', 'Anne Mette Risager', 'Lars Reker', 'Tine Juhl Sørensen', 'Lucas Tuan Minh Hoang', 'Line Groth', 'Tine Fris', 'Mads Tilst Christensen', 'Mette Maagaard Arndal', 'Mikkel Crone', 'Martin Baltser', 'Gert Junge', 'Cæcilie Uhre Johansen', 'Dorthe Fynbo Thorning', 'Rikke Jepsen', 'Mark Søndergaard Jensen', 'Jonas Fjelsted Jensen', 'Xenia Roberts', 'Laura Leunbach', 'Jonas Rasmussen (3)']"
914192,Collegium Musicum (Danmark 1944),[]
914178,Collegium Musicum (Danmark 1981),[]
911716,Concerto Copenhagen,"['Joel Sundin', 'Hanna Loftsdóttir', 'Dagmar Valentová', 'Antoine Torunczyk', 'Thomas Pitt', 'Bjarte Eike', 'Peter Spissky', 'Kate Hearne', 'Marie-Louise Marming', 'Torbjörn Köhl', 'Poul Høxbro', 'Patrick Raab', 'Manfredo Kraemer', 'Karin Samuelsson', 'Lars Ulrik Mortensen', 'Rastko Roknić', 'Mime Yamahiro', 'Lars Henriksson (2)', 'Jane Gower', 'Joshua Cheatham', 'Michael Gurevich', 'Monika Fischalek', 'Katy Bircher', 'Christopher Pigram', 'Robert Farley', 'Fredrik Bock', 'Elisabeth Enebjörn', 'Louna Hosia', 'Lisa Goldberg', 'Hannah Tibell', 'Gabriel Bania', 'Nikolaj De Fine Licht', 'John Crockatt', 'Megan Adie', 'Erik Higgins', 'Maria Bania', 'Irene Spranger', 'Judith Maria Blomsterberg', 'Nicola Boud', 'Simone Jandl', 'Gulrim Choï', 'Antina Hugosson', 'Mikkel Schreiber', 'Pernille Petersen (2)', 'Alison Luthmers', 'Marcus Mohlin', 'Hanna Ydmark', 'Jens Solgaard', 'Fredrik From', 'Emmanuel Frankenberg', 'Dohyo Sol', 'Jasenka Balić Žunić', 'Kanerva Juutilainen', 'Per Bengtsson (3)', 'Julia Dagerfelt', 'Marie Stockmarr Becker', 'Merete Steffensen', 'Pierre-Antoine Tremblay', 'Renske Wijma', 'Chen Goldsobel', 'Simon Poirier (3)']"
165504,Danmarks Underholdningsorkester,[]
40852,DR Symfoniorkestret,"['Lasse Mauritzen', 'Henrik Dam Thomsen', 'Katarzyna Bugala', 'Peter Morrison', 'Sabine Bretschneider', 'Johan Krarup', 'Birgitte Øland', 'Per Salo', 'Rafael Frühbeck De Burgos', 'René Felix Mathiesen', 'Bodil Kuhlmann', 'Carsten Tagmose', 'Christina Åstrand', 'Katrine Bundgaard', 'Stine Hasbirk', 'Alexander Butz', 'Heiðrun Petersen', 'Gert Sørensen', 'Gunnar Lychou', 'Thomas Røisland', 'Christian Ellegaard', 'Patricia Mia Andersen', 'Claus Myrup', 'Sophia Bæk', 'Vanja Louro', 'Benedikte Thyssen', 'Johannes Søe Hansen', 'Karl Husum', 'Mads L. Kristensen', 'Dominika Piwkowska', 'Anna Zelianodjevo', 'Anne Marie Kjærulff', 'Emily Fowler', 'Johanna Qvamme', 'Andrea Rebekka Alsted', 'Monika Malmquist', 'Morten Dulong', 'Tine Rudloff', 'Sarah McClelland Jacobsen', 'Ditlev Damkjær', 'Marianne Bindel', 'Gunvor Sihm', 'Ulla Miilmann', 'Mikael Beier', 'Michal Stadnicki', 'Anne Soren', 'Teresa Krahnert', 'Jan Rohard', 'Henning Hansen (8)', 'Louisa Schwab', 'Søren Elbo', 'Michael Dabelsteen', 'Trine Yang Møller', 'Dmitri Golovanov', 'Anders Fog-Nielsen', 'Klaus Tönshoff', 'Julie Meile', 'Astrid Christensen', 'Sebastian Stevensson', 'Jakob Weber Egholm', 'Sven Buller', 'Russell Itani', 'Helle Hanskov', 'Soo-Kyung Hong', 'Magda Stevensson', 'Karol Nasiłowski', 'Kern Westerberg', 'Nikolaj Henriques', 'Line Most', 'Johnny Teyssier']"
736076,Kim Sjøgren and his The Little Mermaid Orchestra,[]
39338,Det Kongelige Kapel,"['Elen Lura Haakensen', 'Lars Bjørnkjær', 'Eugene Hye-Knudsen', 'Iben Teilmann', 'Lasse Mauritzen', 'Joel Laakso', 'Mette Brandt', 'Inkeri Vänskä', 'Sara Wallevik', 'Anton Lasine', 'Anne Lindeskov', 'Tobias Durholm', 'Keld Jørgensen', 'Bjarne Boie Rasmussen', 'Jeppe Mørch Sørensen', 'Signe Ane Andersen', 'Tanja Birkelund', 'Therese Åstrand Radev', 'Bent Lylloff', 'Rixon Thomas', 'Sune Ranmo', 'Flemming Andersen', 'Lotte Wallevik', 'Jan Mortensen (2)', 'Bjarne Nielsen', 'Torbjörn Kroon', 'Arkadi Servetnik', 'Anna Gwozdz', 'Michael Schønwandt', 'Ketil Christensen', 'Kristine Algot', 'Tina Træholt', 'Jacob Dam Nielsen', 'Juliane von Hahn', 'Linda Parenicova', 'Lars Holm Johansen', 'Gunnar Lychou', 'Fredrik Andersson (11)', 'Nina Reintoft', 'Gert Mortensen', 'Anna Nygård', 'Patrick Raab', 'Jens Balslev', 'Linda Aburto Hernandez', 'Charlotte Rafn Welzel', 'Søren Monrad', 'Mathias Friis-Hansen', 'Per Morten Bye', 'Johnny Sølvberg', 'Mikkel Futtrup', 'Robert Ertmann', 'Per Mendel Stern', 'Michala Kisselhegn', 'Sigrún Eðvaldsdóttir', 'Angelika Wagner', 'Peter Jönsson', 'Ida Speyer Grøn', 'Kasper Thaarup', 'Anna Zelianodjevo', 'Gert-Inge Andersson', 'Clas Göran Sjöberg', 'Tomas Kvæde', 'Ola Nilsson (3)', 'Lee Morgan (4)', 'Søren Monrad Jensen', 'Naja Helmer', 'Nanna Hartmann Rasmussen', 'Tomas Lundström', 'Mats Larsson (7)', 'Emilie Eskær', 'Anne Egendal', 'Lars Husum', 'Pernille Hvid Larsen', 'Helena Nielsen', 'Niels Vind', 'Kristian Nørby', 'Caitriona Yeats', 'Hans Emil Sørensen', 'Kurt Petersen', 'Catherine Beynon', 'Ole Pedersen', 'Ida Balslev', 'Pelle Gravers Nielsen', 'Peter Jacobsen (3)', 'Bertil Andersson (2)', 'Susan Kristensen', 'Per Lund Madsen', 'Mette Hanskov', 'Joakim Dam Thomsen', 'Kristoffer Lund Madsen', 'Øssur Bæk', 'Kim Bak Dinitzen', 'Poul-Erik Vilsbæk', 'Maria Klingsholm', 'Lars Holmgaard', 'Alexander Øllgaard', 'Charlotte Lund Christiansen', 'Rikke Yde', 'Vladimir Landa', 'Henrik Goldschmidt', 'Ole Andersen (3)', 'Anne-Marie Öberg', 'Klaus Frederiksen', 'Anders Öberg (4)', 'Per Olsson (4)', 'Tore Poulsen', 'Benedikte Damgaard', 'Nikolaj Viltoft', 'John Kruse (2)', 'Dmitri Golovanov', 'Hans Kassow', 'Anika Telmányi', 'Allan Bendsen', 'Inge Husted Andersen', 'Astrid Christensen', 'Carina Andersson (4)', 'Nikolaj von Scholten', 'Tobias Björs', 'Henrik Malmgreen', 'Lars Haugaard', 'Marcus Wall (2)', 'Jørgen Bracht Nielsen', 'Lars Malther', 'Asger Fredericia', 'Axel Jørgensen', 'Per Jensen (10)', 'Páll Sólstein', 'Michael Malmgreen', 'Edith Code', 'Grit D. H. Westi', 'Søren Kaas Claesson', 'Jørgen Jensen (7)', 'Ejvind Frantzen', 'Sven Buller', 'Kristian N. Sørensen', 'Radi Radev', 'Johannes Eskær', 'Anders Grøn (2)', 'Jørgen B. Petersen', 'Alina Komissarova', 'Mads Drewsen', 'Björn Blöndal', 'Stefan Kasch', 'Mikael Kramer', 'Kenneth Mcfarlan', 'Louise Bebber', 'Helle Hanskov', 'Anette Muschter', 'Lars Clemmensen', 'Yonas Ben-Hamadou', 'Anna Dina Schick', 'Bjørn Ianke', 'Eva Kristine Vasarhelyi', 'Marco Gomez (3)', 'Nina Kathrin Schlemm', 'Meherban Gillett', 'Jesper Ulfenstedt', 'Stanislav Popov (2)', 'Inger Guldbrandt Jensen', 'Lev Sivkov', 'Hulda Jónsdóttir', 'Marie Holzegel', 'Brit Halvorsen', 'Bjarne Rosenkilde', 'Rikke Keiding', 'Inger Fredericia', 'Kumi Shimizu (2)', 'Arne Ryming']"
1006278,Lyngby-Taarbæk Symfoniorkester,[]
37360,Odense Symfoniorkester,"['Bjarne Hansen', 'Ulrike Kipp', 'Michaela Fukačová', 'Malte Bjerkø', 'Jens Krøgholt', 'Alf Vestergaard', 'Ulf Jeppesen', 'Svend Winsløv', 'Peter Prehn', 'Per Morten Bye', 'Signe Madsen', 'Vanja Louro', 'Angelika Wagner', 'Rastko Roknić', 'Rafael Altino', 'Martin Jochimsen', 'Henrik Hou Jørgensen', 'Charlotte Norholt', 'Svante Wik', 'Michael Brydenfelt', 'Mette Spang-Hanssen', 'Finn Winsløv', 'Hana Kovacs', 'Kenneth Larsen (2)', 'Sofie Spanget Rasmussen', 'Inger Lassen', 'Annelise Just Boe', 'Philippe Muriset', 'Claus Thomsen Boe', 'Jørgen Vestergaard', 'Poul Find', 'Jørgen Larsen (4)', 'Jan-Erik Schousboe', 'Stinus Christensen', 'Xanthe Arthurs', 'Jesper Rosenkilde', 'Ida Franck', 'Astrid Høier', 'Jakob Weber', 'Christian Stene', 'Rune Most', 'John Kruse (2)', 'Niels Christian Lund Mathiesen', 'Kazimierz Skowronek', 'Morten Østergaard (2)', 'Philip Sandholt Andersen', 'Carl Boye Hansen', 'Carl Sjöberg (4)', 'Susanne Carstensen (2)', 'Karsten Bidstrup', 'Maria Jørgensen', 'Henrik Hou Feddersen', 'Inke Kesseler', 'Jan Erik Schousboe', 'David Sachsenskold', 'Mats Hedelius', 'Pavel Dolinsky', 'Erik Carstensen (2)', 'Kjetil Ravnan Quamme', 'Philip A. Sandholdt', 'Karsten Rose', 'Thomas Georgi (2)', 'Leif Bjørk', 'Kajetan M. Balaban', 'Valeria Stadnicki', 'Henrik Skotte Larsen', 'Esther Mielewczyk', 'Robert Holmsted', 'Rene Højlund Rasmussen', 'Anca Bold', 'Steen Madsen', 'Tone Sundgård Anker', 'Henriette Hansen', 'El Bylin Bundgaard', 'Hanna Gaarn Corfixen', 'Kai Danvad', 'Finn Christensen (5)', 'Anna Dorothea Wolff', 'Anna Caroline Jensen', 'Stig Andersen (3)', 'Gitana Aksionova-Balaban', 'Jovana Vukušić', 'Mikkel Dons Burchardt', 'Anna Bodzon Qvamme', 'Ole Bartholin Kiilerich']"
162784,Sjællands Symfoniorkester,"['Ole Böhn', 'Harry Gram-Jensen', 'Fritz O. Jacobsen', 'Poul Nielsen (4)', 'Ilse O. Jacobsen']"
10733,Sønderjyllands Symfoniorkester,"['Anne Augustinsson', 'Jesper Hindø', 'Nikolai Skliarevski', 'Henrik Steensgaard', 'Peder Linneberg', 'Karsten Dalsgaard Madsen', 'Rumen Lukanov', 'Brian Quist Jørgensen', 'Kristjan Orii Sigerleifsson', 'Lars Rimer', 'Niels Christian Lund Mathiesen']"
369172,Aalborg Symfoniorkester,"['Marius Ungureanu', 'Ib Dirkov', 'Moshe Atzmon', 'Vincent Stadlmair', 'Hanne Høy Houengaard', 'Jette Rosendal', 'Karen Kjelds', 'Erik Sandberg (3)', 'Michael Hübner', 'Vesselin Demirev', 'Mette Nielsen', 'Claus Ettrup', 'Bettina Ejlerts Jensen', 'Simon Sigfusson', 'Jacob Ringsmose', 'Ida Marie Sørmo', 'Bo Juel Christiansen', 'Michael Pilgaard', 'Ruben Kristensen', 'Jenny Sjöberg', 'Lisbeth Binderup-Thordal', 'Sheila Popkin', 'Leah Aksnes', 'Judith Blauw']"
373862,Aarhus Symfoniorkester,"['Eugene Hye-Knudsen', 'Marc Soustrot', 'Svend Rump Nielsen', 'Norman Del Mar', 'Morten Møller (2)', 'Lars Kvist-Jensen', 'Nikolaj Lind Pedersen', 'Jorma Panula', 'Laura Helasvuo Simonsen', 'Poul Erik Jørgensen', 'Klaus Gottlieb', 'Rolf Sandmark', 'Hans Stengaard', 'Tue Waaben Lauttrup', 'Birgitte Bærentzen Pihl', 'Erik Beselin', 'Anders Larsen (2)', 'Jens Lund Madsen', 'Vibeke Kærsgaard Lembcke', 'Merete Hoffmann-Madsen', 'Erwin Chmiel', 'Torben Mikkelsen', 'Flemming Aksnes', 'Thomas Eisner', 'Jens Vind', 'Martin Schuster (2)', 'Ananna Lützhøft', 'Eva Paulin', 'Todd Cadieux', 'Arnold Baker (2)', 'Ian van Rensburg', 'Jens Astrup', 'Erik Søndergaard Jensen', 'Frank Christensen', 'Henry Lützhøft', 'Pernille Jönsson', 'Lars Karlin', 'Anika Telmányi', 'Brian Friisholm', 'Christian Jørgensen (3)', 'Anna Caroline Jensen', 'Matthias von Niessen', 'Katrin Sønnichsen']"
