pageid,title,member,cleaned_member
396643,Lis Er Stille,"['Martin Byrial', 'Tue Schmidt Rasmussen', 'Asbjørn Helboe', 'Jon Gotlev', 'Rosanna Lorenzen']","['Martin Byrial', 'Tue Schmidt Rasmussen', 'Asbjørn Helboe', 'Jon Gotlev', 'Rosanna Lorenzen']"
396644,Lisa Vegas,['Lisa Bianca Gjerning Søndergaard'],['Lisa Bianca Gjerning Søndergaard']
178635,Livgardens Tambourkorps,[],[]
177346,The Loft,"['Jakob Weise Hellum', 'Martin Bøge Pedersen']","['Jakob Weise Hellum', 'Martin Bøge Pedersen']"
468455,Los Valentinos,"['Claus Asmussen', 'Tommy Seebach', 'Niels Tuxen', 'Per Stan', 'John Uldall', 'Flemming Guldsborg', 'Kim Daugaard', 'Robert Cornford', 'Ole Trier', 'Jan Eliasson', 'Lars Reinau', 'Henning Tingleff', 'Michael Jørgsholm', 'Jan Høgh', 'Steen Christensen', 'Mac Skou']","['Claus Asmussen', 'Tommy Seebach', 'Niels Tuxen', 'Per Stan', 'John Uldall', 'Flemming Guldsborg', 'Kim Daugaard', 'Robert Cornford', 'Ole Trier', 'Jan Eliasson', 'Lars Reinau', 'Henning Tingleff', 'Michael Jørgsholm', 'Jan Høgh', 'Steen Christensen', 'Mac Skou']"
436997,Lovebites,"['Karina Foss', 'Andrew Fenn', 'Solveig Sandnes', 'Henrik H. Olesen', 'Niclas Tange', 'Sigrun Gudbrandsdottir', 'Mathilde Lunderskov']","['Karina Foss', 'Andrew Fenn', 'Solveig Sandnes', 'Henrik H. Olesen', 'Niclas Tange', 'Sigrun Gudbrandsdottir', 'Mathilde Lunderskov']"
110711,Lucie Baines,[],[]
412930,Luke,"['Tanja Thulau', 'Nikolaj Grandjean', 'Bastian Sjelbjerg', 'Jens Bjørkjær']","['Tanja Thulau', 'Nikolaj Grandjean', 'Bastian Sjelbjerg', 'Jens Bjørkjær']"
410584,Lulu Rouge,"['DJ T.O.M.', 'DJ Buda']",['DJ Buda']
1162594,Lust For Youth,[],[]
248438,Lyngby-Taarbæk Mandolinorkester,[],[]
160307,Løgn (band),[],[]
724260,Lørdagspigerne,"['Birthe Buch', 'Inge Stauss', 'Nete Schreiner']","['Birthe Buch', 'Inge Stauss', 'Nete Schreiner']"
355192,Mabel,"['Michael Trempenau', 'Peter Nielsen', 'Otto Kulmbak', 'Christian Have']","['Michael Trempenau', 'Peter Nielsen', 'Otto Kulmbak', 'Christian Have']"
349104,Maborosi,"['Tobias Buch-Andersen', 'sang', '/', 'piano', 'Kasper Sørensen', 'guitar', 'Claus Elnegaard', 'bas', 'Jesper Elnegaard', 'trommer']","['Tobias Buch-Andersen', 'Kasper Sørensen', 'Claus Elnegaard', 'Jesper Elnegaard']"
506824,Made in Denmark (band),[],[]
559930,Mafijah,[],[]
1119627,Mansfield (band),[],[]
404316,Maria Timm,[],[]
112589,Marie Key Band,"['Marie Key', 'Jakob Thorkild', 'Marie Louise von Bülow', 'Mads Andersen']","['Marie Key', 'Jakob Thorkild', 'Marie Louise von Bülow', 'Mads Andersen']"
440422,Marvel Hill,[],[]
208811,Marvins Revolt,[],[]
445471,Marybell Katastrophy,"['Emil Thomsen,', 'Marie Højlund', ', Klaus Hedegaard Nielsen og Jakob Schweppenhäuser']",['Marie Højlund']
126184,Megalomania 999,"['Flemming Larsen', 'Andi Holm', 'Ricky Christensen', 'Rune Gangelhof', 'Louis Hansson', 'Nikolaj Balle', 'Sonny Hansen', 'Joachim Asmussen']","['Flemming Larsen', 'Andi Holm', 'Ricky Christensen', 'Rune Gangelhof', 'Louis Hansson', 'Nikolaj Balle', 'Sonny Hansen', 'Joachim Asmussen']"
654824,Mellemblond (band),[],[]
416671,Men Among Animals,[],[]
435435,Micropop,[],[]
426212,Mighty Midgets,"['Troels Højgaard Sørensen', 'Niels Højgaard Sørensen', 'Peter Valler', 'Lasse Olsen', 'Rasmus Glassau Clausen']","['Troels Højgaard Sørensen', 'Niels Højgaard Sørensen', 'Peter Valler', 'Lasse Olsen', 'Rasmus Glassau Clausen']"
975163,Mika og Tobias,[],[]
378339,MikkelModulererMarius,[],[]
353854,Mindmare,"['Joachim Asmussen', 'Lars Andersen', 'Vaeis Omar', 'Martin Wolfram Klausen', 'Michael Hansen Buur', 'Peter Dyhr', 'Jacob Radoor', 'Ricky Kærsner']","['Joachim Asmussen', 'Lars Andersen', 'Vaeis Omar', 'Martin Wolfram Klausen', 'Michael Hansen Buur', 'Peter Dyhr', 'Jacob Radoor', 'Ricky Kærsner']"
139366,Mindspray,[],[]
1114104,Mister Jack and the Daniels,[],[]
707144,Mixtune for Cully,['Aage Hedensted'],['Aage Hedensted']
404329,Mouritz/Hørslev Projektet,['Lone Hørslev'],['Lone Hørslev']
932425,Mr. Wilms,"['Jimmy Wilms Løndorf', '(2002-)', 'Rune Hede Eskildsen', '(2002-)', 'Kenneth Hunæus', '(2002-2007)', 'Arvid Ehn', '(2003-2017)', 'Thomas Møller', '(2003-2018)', 'Robert Mulder', '(2017-2018)']","['Jimmy Wilms Løndorf', '', 'Rune Hede Eskildsen', '', 'Kenneth Hunæus', '', 'Arvid Ehn', '', 'Thomas Møller', '', 'Robert Mulder', '']"
499346,Muddi og Salamidrengene,"['Claus ""Muddi"" Hvass', 'Tommy ""Lui Lui"" Lui', 'Per ""Per Syvspring"" Hundborg', 'Thomas ""Sømanden"" Thrane', '[', '1', ']']","['Claus Muddi Hvass', 'Tommy Lui Lui Lui', 'Per Per Syvspring Hundborg', 'Thomas Sømanden Thrane']"
432232,Murder,['Jacob Bellens'],['Jacob Bellens']
366745,Musikk,"['Jesper Green', 'Mikkel Torsting']","['Jesper Green', 'Mikkel Torsting']"
315280,Naïve,[],[]
181861,Naked Fish,"['Karl Erik Pedersen', 'Ulrik Bust', 'Jakob Ottesen', 'Michael Friis']","['Karl Erik Pedersen', 'Ulrik Bust', 'Jakob Ottesen', 'Michael Friis']"
396442,Napoleon Solo (band),[],[]
486865,Nechoes,[],[]
331276,Nerve (band),[],[]
1066097,New Jungle Orchestra,[],[]
420574,New Politics,"['David Boyd', 'Søren Hansen', 'Louis Vecchio', 'Poul Amaliel']","['David Boyd', 'Søren Hansen', 'Louis Vecchio', 'Poul Amaliel']"
413272,Nina & Frederik,"['Nina van Pallandt', 'Frederik van Pallandt']","['Nina van Pallandt', 'Frederik van Pallandt']"
219424,No Hope for the Kids,"['Ronni Dybdahl', '(Vokal & guitar)', 'Kasper Maarbjerg', '(guitar & vokal)', 'Jens Johansen', '(bas)', 'Peter Bonneman', '(trommer).']","['Ronni Dybdahl', '', 'Kasper Maarbjerg', '', 'Jens Johansen', '', 'Peter Bonneman']"
623069,No Shoes (band),[],[]
156075,Nordstrøm,"['Troels Holdt', 'Lars Malm']","['Troels Holdt', 'Lars Malm']"
901001,Olesen-Olesen,[],[]
150485,Oliver North Boy Choir,"['Mikkel Max Hansen', 'Camilla Florentz', 'Ivan Petersen']","['Mikkel Max Hansen', 'Camilla Florentz', 'Ivan Petersen']"
152969,On Trial,['Lorenzo Woodrose'],['Lorenzo Woodrose']
427521,One-Eyed Mule,"['Rasmus Dall', 'Uffe Ipsen', 'Søren Lynggaard Andersen', 'Simon Meiner', 'Rune Højmark']","['Rasmus Dall', 'Uffe Ipsen', 'Søren Lynggaard Andersen', 'Simon Meiner', 'Rune Højmark']"
201864,Onkel Dum & Bananerne,"['Thomas Høg', 'Lasse Aagaard', 'Sune Svanekier', 'Jens Korse']","['Thomas Høg', 'Lasse Aagaard', 'Sune Svanekier', 'Jens Korse']"
85708,Outlandish,"['Isam Bachiri', 'Waqas Ali Qadri', 'Lenny Martinez']","['Isam Bachiri', 'Waqas Ali Qadri', 'Lenny Martinez']"
412953,Owusu & Hannibal,"['Philip Owusu', 'Robin Hannibal']","['Philip Owusu', 'Robin Hannibal']"
1030938,Pafpetakel,['Lars Fuhr og John Strandskov'],['Lars Fuhr og John Strandskov']
999119,Pakhus 1,"['Fredrik Søegaard', 'Frank Jensen', 'Aage Hagen', 'Klaus Kjellerup', 'Henrik Schaltz', 'Henrik Bjørn Rasmussen', ', Karsten Riber, Morten Løkken m.fl.']","['Fredrik Søegaard', 'Frank Jensen', 'Aage Hagen', 'Klaus Kjellerup', 'Henrik Schaltz', 'Henrik Bjørn Rasmussen']"
435443,Panamah,"['Anders Christensen', 'Peter Lützen', 'Amalie Stender']","['Anders Christensen', 'Peter Lützen', 'Amalie Stender']"
47824,Papa Bues Viking Jazzband,[],[]
207081,Papkasseshow,"['Kim Dalum', 'Morten Henriksen']","['Kim Dalum', 'Morten Henriksen']"
91344,Paragraf 119,['Bandmedlemmerne er ikke angivet på gruppens udgivelser.'],[]
441464,Passion Orange,[],[]
433865,Passtime Poets,[],[]
457464,People Press Play,"['Anders Remmer', 'Jesper Skaaning', 'Thomas Knak', 'Sara Savery']","['Anders Remmer', 'Jesper Skaaning', 'Thomas Knak', 'Sara Savery']"
700061,Phillias Fogg,[],[]
479435,Pil & Liv,"['Pil', 'Liv']","['Pil', 'Liv']"
274823,Pimp-A-Lot,[],[]
488408,Pin-Ups,[],[]
484394,Pink Marines,[],[]
960556,Place on Earth,"['Mille Katharina Hassenkam', '-', 'Ølstykke', '-', '12. juli', '2000', '(24\xa0år)', '[', '2', ']', 'Kathrine Ørnfelt', '-', 'Horsens', '[', '3', ']', 'Andreas Falch Kruse', '-', 'Hareskov', '-', '1. marts', '1996', '(29\xa0år)', '[', '4', ']']","['Mille Katharina Hassenkam', 'Ølstykke', '', 'Kathrine Ørnfelt', 'Horsens', 'Andreas Falch Kruse', 'Hareskov', '']"
237330,Playhouse,[],[]
865709,Pligten Kalder,"['Torben Steno', 'Johan Olsen', 'Peter Bech-Jessen']","['Torben Steno', 'Johan Olsen', 'Peter Bech-Jessen']"
114973,Pluto (band),[],[]
1133793,Popsi og Krelle,"['Popsi (Maiken Ingvordsen)', 'Krelle (Christian Reinholtz)']","['Popsi', 'Krelle']"
720678,Port Friendly,"['Sebastian Høeg Gulmann', ',', 'Peter Neergaard Henrichsen', ',', 'Martin Krogh', 'Martin Lose', 'Anders Reuss']","['Sebastian Høeg Gulmann', 'Peter Neergaard Henrichsen', 'Martin Krogh', 'Martin Lose', 'Anders Reuss']"
143515,Powersolo,['Kim Hjorth Jeppesen og Bo Hjorth Jeppesen'],['Kim Hjorth Jeppesen og Bo Hjorth Jeppesen']
323853,Pretty Maids,['Ronnie Atkins'],['Ronnie Atkins']
648259,Prinsens Musikkorps,"['16 musikere', '(', '2018', ')']",[]
223891,Psychopomps,[],[]
882477,På Slaget 12,['Ann-Mette Elten'],['Ann-Mette Elten']
405779,Quadron,"['Coco O.', 'Robin Hannibal']",['Robin Hannibal']
187151,Racetrack Babies,"['Hans-Christian Søgaard Andersen', ',', 'Cecilie Ravik', 'Christian Søgaard Andersen', 'Cecilie Ravik', 'Jacob Aaby', 'Mads Hvidt', 'Martin Bjerregård', 'Morten Søfting', 'Chad Charlton', 'Christian Hvid', 'Johan', 'Villads Berg', 'Michael']","['Hans-Christian Søgaard Andersen', 'Cecilie Ravik', 'Christian Søgaard Andersen', 'Cecilie Ravik', 'Jacob Aaby', 'Mads Hvidt', 'Martin Bjerregård', 'Morten Søfting', 'Chad Charlton', 'Christian Hvid', 'Johan', 'Villads Berg', 'Michael']"
417729,Racing Ape,[],[]
251529,RaiDen,[],[]
654804,Rangleklods,['Esben Andersen'],['Esben Andersen']
1083908,Reddi,['Ihan Haydar'],['Ihan Haydar']
436980,The Rhonda Harris,['Nikolaj Nørlund'],['Nikolaj Nørlund']
554166,Ridin’Thumb,[],[]
445136,The River Phoenix,[],[]
131979,The Rotten Leprechauns,[],[]
314974,Rugsted & Kreutzfeldt,"['Jens Rugsted', 'Stig Kreutzfeldt']","['Jens Rugsted', 'Stig Kreutzfeldt']"
184613,Rumpistol,[],[]
170559,Russia Heat,"['Mikael Dehn', 'Julian Le Fay']","['Mikael Dehn', 'Julian Le Fay']"
229280,Salem (band),[],[]
349175,Sania,[],[]
158066,Santa Cruz (band),[],[]
459828,Scarlet Chives,"['Maria Mortensen', 'Brian Batz', 'Peter Esben', 'Rasmus Lindahl & Daniel Kolind']","['Maria Mortensen', 'Brian Batz', 'Peter Esben', 'Rasmus Lindahl & Daniel Kolind']"
766293,Scarlet Pleasure,"['Emil Goll', 'Joachim Dencker', 'Alexander Malone', 'Louis Samson Myhre']","['Emil Goll', 'Joachim Dencker', 'Alexander Malone', 'Louis Samson Myhre']"
315272,Scatterbrain,"['Anders Brill', 'Jesper Siberg', 'Hilmer Hassig']","['Anders Brill', 'Jesper Siberg', 'Hilmer Hassig']"
490301,Schweppenhäuser/Thomsen,"['Jakob Schweppenhäuser', 'Emil Thomsen']","['Jakob Schweppenhäuser', 'Emil Thomsen']"
131621,SEB (musikgruppe),['Sebastian Øberg Nielsen'],['Sebastian Øberg Nielsen']
898336,Sedated Angel,"['Tommy Skouboe', 'Tommy Iversen', 'Tobias Nefer', 'Christian Christensen', 'Daniel Kristensen']","['Tommy Skouboe', 'Tommy Iversen', 'Tobias Nefer', 'Christian Christensen', 'Daniel Kristensen']"
737469,She talks,"['Inge Poulsen, Henrik Madsen og Jens Poulsen']","['Inge Poulsen, Henrik Madsen og Jens Poulsen']"
702018,Sink Ships,"['Carl Coleman', 'Matthew Moller', 'Brian Della Valle', 'Emilia Olson', 'Theis Mikkelsen']","['Carl Coleman', 'Matthew Moller', 'Brian Della Valle', 'Emilia Olson', 'Theis Mikkelsen']"
486333,Sinusstøv,"['Hannah Schneider', 'Søren Friis Dam', 'Claus Pedersen']","['Hannah Schneider', 'Søren Friis Dam', 'Claus Pedersen']"
950294,Sirius (band),"['Ole Bredahl', 'Mogens Holm Andersen', 'Susanne Hamalainen', 'Susanne Winstrøm']","['Ole Bredahl', 'Mogens Holm Andersen', 'Susanne Hamalainen', 'Susanne Winstrøm']"
142212,The Skandals,[],[]
232532,Skrammelorkestret BØWL,[],[]
374114,Slaraffenland (musikgruppe),[],[]
376546,Slesvigske Musikkorps,[],[]
939166,Slægt (band),[],[]
418779,Smile (dansk band),[],[]
418466,Snake And Jet's Amazing Bullit Band,"['Snake', 'Jet', 'Laura Rathschau', '(live)']","['Snake', 'Jet', 'Laura Rathschau', '']"
469959,Snapshot (band),"['Bodil Agerschou', 'Lotte Feder']","['Bodil Agerschou', 'Lotte Feder']"
936323,So I'm An Islander,[],[]
300637,Sofamania,[],[]
855254,Solbrud (band),['Ole Luk'],['Ole Luk']
409598,Sort Stue,"['Anti K/Den Sorte Død (rap, sang, guitar)', 'Brent Barn/Vandrende bein (rap,vokal)', 'Jake Juke (producer, rap, sang, harmonika, guitar, 1210)', 'Fitnis (rap, sang)', 'Lester (rap, sang, harmonika, saxofon)', 'Blow Joe/B.Magic-samples (elbas, kontrabas, 120, comp, rap)', 'Anonym Trommeslager', 'Mads Bendsen (bas, kontrabas)', 'Instro-Mental (rap)', 'Ruby Manslaughter (sang)', 'EnnHaiKu (foto/web)']","['Anti K/Den Sorte Død', 'Brent Barn/Vandrende bein', 'Jake Juke', 'Fitnis', 'Lester', 'Blow Joe/B.Magic-samples', 'Anonym Trommeslager', 'Mads Bendsen', 'Instro-Mental', 'Ruby Manslaughter', 'EnnHaiKu']"
435395,Specs & Suni,[],[]
123281,Spleen United,"['Bjarke Niemann', 'Kasper Nørlund', 'Rune Wehner', 'Jens Kinch', 'Gaute Niemann', 'Janus Nevel']","['Bjarke Niemann', 'Kasper Nørlund', 'Rune Wehner', 'Jens Kinch', 'Gaute Niemann', 'Janus Nevel']"
671080,Det danske stabsmusikkorps,[],[]
85917,Starfuckers,"['Ole Frø', 'Kim Larsen', 'Thomas Grue', 'Stig Møller', 'Jess Stæhr', 'Ken Gudman']","['Ole Frø', 'Kim Larsen', 'Thomas Grue', 'Stig Møller', 'Jess Stæhr', 'Ken Gudman']"
484570,Stenrosen,[],[]
398221,Sterling (band),"['Jonas Linnet', 'Ole Jeppesen', 'Mads Nygaard', 'Rasmus Bjerre']","['Jonas Linnet', 'Ole Jeppesen', 'Mads Nygaard', 'Rasmus Bjerre']"
194772,Sticky,[],[]
521449,Stig & Vennerne,"['Stig Rossen', 'Anders Lampe', 'Peter Bødker']","['Stig Rossen', 'Anders Lampe', 'Peter Bødker']"
237672,The Storm (dansk band),"['Johan Wohlert', 'Pernille Rosendahl']","['Johan Wohlert', 'Pernille Rosendahl']"
445094,Strawberry Slaughterhouse,[],[]
458835,Street Mechanics,['Thomas Madvig'],['Thomas Madvig']
418986,Striving Vines,[],[]
461150,Strychnos,"['Martin Leth Andersen', 'Nis Rode Larsen', 'Jonas Pedersen', 'Jeppe Hasseriis']","['Martin Leth Andersen', 'Nis Rode Larsen', 'Jonas Pedersen', 'Jeppe Hasseriis']"
1032092,Den Danske Strygekvartet,[],[]
520693,Studio Killers,"['Philip Larsen', ',', 'Teemu Brunila', ',', 'Darren Stokes']","['Philip Larsen', 'Teemu Brunila', 'Darren Stokes']"
433872,Stupid White Men,[],[]
359344,Sunstroke PM,[],[]
735772,Super Karla,[],[]
716459,Superfuzz,[],[]
205212,Surfact,[],[]
169933,Sussi og Leo,"['Sussi', 'Leo']","['Sussi', 'Leo']"
435410,Svenstrup & Vendelboe,"['Kasper Svenstrup', 'Thomas Vendelboe']","['Kasper Svenstrup', 'Thomas Vendelboe']"
304892,Svogerslev Brass Band,[],[]
66891,Swe-Danes,"['Svend Asmussen', 'Ulrik Neumann', 'Alice Babs']","['Svend Asmussen', 'Ulrik Neumann', 'Alice Babs']"
177665,Swing Jørgens Rytmecirkus,[],[]
499662,Swing Sisters,[],[]
537682,Syreregn (band),"['Thor Boding (Bas og Vokal)', 'Rasmus Kurdahl (Trommer)', 'Nick W. Thøgersen (Guitar)', 'Jacob Rasmussen (Synth, Keys og Kor)', 'Jakob Møller (Guitar og Vokal)', 'Kim Bat (Trommer)', 'Casper Gyldensøe (Guitar)']","['Thor Boding', 'Rasmus Kurdahl', 'Nick W. Thøgersen', 'Jacob Rasmussen', 'Jakob Møller', 'Kim Bat', 'Casper Gyldensøe']"
899028,Sønderborg friv. Brandværnsorkester,[],[]
425791,Sønderborg Pipes and Drums,[],[]
820340,Søsterrock,[],[]
383255,Søværnets Tamburkorps,[],[]
1076427,Takykardia,"['Troels Dankert', 'Luna Matz', 'David Nedergaard']","['Troels Dankert', 'Luna Matz', 'David Nedergaard']"
1134915,Tears,"['Anne Linnet', 'Holger Laumann', 'Bent Lundgaard', 'Bjørn Veierskov', 'Jens Jefsen', 'Ed Jones', 'David Cadogan']","['Anne Linnet', 'Holger Laumann', 'Bent Lundgaard', 'Bjørn Veierskov', 'Jens Jefsen', 'Ed Jones', 'David Cadogan']"
483935,"Teddy, Chano, Jan & John",[],[]
513091,Telstar Sound Drone,"['Hans Beck, Mads Saaby, Sean Jardenbæk']","['Hans Beck, Mads Saaby, Sean Jardenbæk']"
235788,"Terje, Jesper & Joachim",[],[]
475010,Terminal (band),"['Thorsten Bæk', 'Rasmus Ilsø', 'Henrik Engstrøm']","['Thorsten Bæk', 'Rasmus Ilsø', 'Henrik Engstrøm']"
688756,The Baronets,[],[]
144286,The Contemporary Jazz Quintet,[],[]
479426,The Copenhagen Collective,[],[]
389834,The Elsinore Players,[],[]
1154269,The Great Dictators,"['Jakob Lundorff, Christoffer Hein og Dragut Lugalzagosi']","['Jakob Lundorff, Christoffer Hein og Dragut Lugalzagosi']"
973094,The Grenadines,"['Morten Fillipsen', 'Kasper Daugaard', 'Laurits Emanuel']","['Morten Fillipsen', 'Kasper Daugaard', 'Laurits Emanuel']"
496163,The Kandidate,"['Kaspar Boye „KB“ Larsen', 'Allan Tvedebrink', 'Jacob Bredahl', 'Nils Peter „NP“ Nielsen', 'Dennis Buhl', 'Nikolaj Borg', 'Kim Orneborg', 'Kim Jarlhelt']","['Kaspar Boye „KB“ Larsen', 'Allan Tvedebrink', 'Jacob Bredahl', 'Nils Peter „NP“ Nielsen', 'Dennis Buhl', 'Nikolaj Borg', 'Kim Orneborg', 'Kim Jarlhelt']"
1065239,The Lejrbåls,['Maria Bramsen'],['Maria Bramsen']
644605,The Malpractice,['Johannes Gammelby'],['Johannes Gammelby']
1117795,The Overlords,"['Christian Johansson, Rune Bendixen', 'Carsten Pedersen']","['Christian Johansson, Rune Bendixen', 'Carsten Pedersen']"
1033231,The Reptones,[],[]
185815,The Seven Mile Journey,[],[]
337252,The Wong Boys,"['Frank Ziyanak', '– Vokal', 'Stefan Kvamm', '– Musik, vokal']","['Frank Ziyanak', 'Stefan Kvamm']"
1063877,Theatre of Voices,['Paul Hillier'],['Paul Hillier']
418981,Thee Attacks,"['Jimmy Attack', 'Terry Attack', 'Johnny Attack', 'Ritchie Attack']","['Jimmy Attack', 'Terry Attack', 'Johnny Attack', 'Ritchie Attack']"
186916,Three Moses,[],[]
937399,Thy Music Collective,[],[]
101600,Tolkien Ensemble,['Caspar Reiff'],['Caspar Reiff']
781263,Tolsgaard & Pretzmann,"['Rune Tolsgaard', 'Esben Pretzmann']","['Rune Tolsgaard', 'Esben Pretzmann']"
370212,Torrpedorr,"['DeublEe', 'Ralle Mouzze', 'Adam Sampler']","['DeublEe', 'Ralle Mouzze', 'Adam Sampler']"
1045396,Total hip replacement (band),"['Victor West Hosbond', 'Carl West Hosbond\nAlexander Julius Arlien-Søborg Dutschke\nNadia Safwat\nViggo Bandholm Jensen', 'Lasse Damsgaard Andersen', 'Philip Akrofi,', 'Kristoffer Geer, \nMalthe Jepsen, \nAndrea Maagaard,', 'Marta Eliseo Trondhjem']","['Victor West Hosbond', 'Carl West Hosbond\nAlexander Julius Arlien-Søborg Dutschke\nNadia Safwat\nViggo Bandholm Jensen', 'Lasse Damsgaard Andersen', 'Marta Eliseo Trondhjem']"
886177,Tothe International,"['Jesper Reginal', 'Karsten Schiøler', 'Mikael Fenger', 'Robert Schmidt', 'Ulrik Petersen.']","['Jesper Reginal', 'Karsten Schiøler', 'Mikael Fenger', 'Robert Schmidt']"
536121,Trax,[],[]
445306,Treefight For Sunlight,"['Mathias Sørensen', 'Morten Winther Nielsen', 'Christian Rohde Lindinger', 'Niels Kirk']","['Mathias Sørensen', 'Morten Winther Nielsen', 'Christian Rohde Lindinger', 'Niels Kirk']"
416728,Trigbag,[],[]
1140647,Trio con Brio Copenhagen,[],[]
1051131,Trio Debil,[],[]
370763,Trolle//Siebenhaar,"['Ane Trolle', 'Pato Siebenhaar']","['Ane Trolle', 'Pato Siebenhaar']"
218758,Turboweekend,"['Silas Bjerregaard', '(', 'vokal', ')', 'Martin Øhlers Petersen', '(', 'trommer', ')', 'Morten Køie', '(', 'bas', ')', 'Anders Stig Møller', '(', 'Keyboards', ')']","['Silas Bjerregaard', 'Martin Øhlers Petersen', 'Morten Køie', 'Anders Stig Møller', 'Keyboards']"
440474,Tyggegummibanden,"['Michael Jørgensen', 'Morten Langebæk', 'Henrik Bødtcher', 'Kasper Winding', 'Michael Bruun', 'Jan Sivertsen']","['Michael Jørgensen', 'Morten Langebæk', 'Henrik Bødtcher', 'Kasper Winding', 'Michael Bruun', 'Jan Sivertsen']"
1135748,Tyrants & Kings,"['Dennis Kasten', 'Mads Valther', 'Jens Larsen', 'Lasse Jonsson']","['Dennis Kasten', 'Mads Valther', 'Jens Larsen', 'Lasse Jonsson']"
908651,Ude af kontrol,"['Daniel Balken', 'Mark Philip Løvendahl', 'Joachim Nicholas Rouse', 'Patrick Porting Høffding']","['Daniel Balken', 'Mark Philip Løvendahl', 'Joachim Nicholas Rouse', 'Patrick Porting Høffding']"
800205,Los Umbrellos,"['Al Agami', 'Mai-Britt Vingsøe', 'Grith Höifeldt']","['Al Agami', 'Mai-Britt Vingsøe', 'Grith Höifeldt']"
190089,Unafraid,[],[]
203673,Uncle Muffin,[],[]
425396,UTAH,['Søren Zahle Schou'],['Søren Zahle Schou']
124738,VETO (band),"['Troels Abrahamsen', '– Vokal, synth', 'David Krogh Andersen', '– Guitar', 'Mark Lee', '– Guitar, synth', 'Jens Skov Thomsen', '– Bas, backing vocals', 'Mads Hasager', '– Trommer']","['Troels Abrahamsen', 'David Krogh Andersen', 'Mark Lee', 'Jens Skov Thomsen', 'Mads Hasager']"
896246,Vi sidder bare her,[],[]
780533,Via Artis Konsort,[],[]
399096,Vincent Van Go Go,"['Johs Nørrelykke', 'Kristian ""Scooter"" Kold', 'Dennis ""Ghettoblast.it"" Ahlgren', 'Thomas ""Terry Tester"" Månsson', 'Janus Nevel Ringsted']","['Johs Nørrelykke', 'Kristian Scooter Kold', 'Dennis Ghettoblast.it Ahlgren', 'Thomas Terry Tester Månsson', 'Janus Nevel Ringsted']"
268951,Viro,"['Rasmus Ro', 'Jakob Winge']","['Rasmus Ro', 'Jakob Winge']"
263429,Vocaloca,"['(Jan) Ulrich Lauridsen', 'Charlotte Rose Lauridsen', 'Erik Kolind', 'Katrine Martinsen Gottschalck', 'Magnus Glindvad Rasch']","['Ulrich Lauridsen', 'Charlotte Rose Lauridsen', 'Erik Kolind', 'Katrine Martinsen Gottschalck', 'Magnus Glindvad Rasch']"
423164,Von Dü,"['Bjørn Hardenberg', 'Emil Fredberg Stricker', 'Laurits Trier Hansen', 'Morten Nygaard', 'Mads Peter Steenstrup', 'Ole Hylling', 'Oliver Grønne', 'Tobias Steinmann', 'Troels Kjær']","['Bjørn Hardenberg', 'Emil Fredberg Stricker', 'Laurits Trier Hansen', 'Morten Nygaard', 'Mads Peter Steenstrup', 'Ole Hylling', 'Oliver Grønne', 'Tobias Steinmann', 'Troels Kjær']"
399097,Vong Nguyet,['Niels Lan Doky'],['Niels Lan Doky']
354954,Vos,[],[]
256704,VoxNorth,[],[]
377567,When Saints Go Machine,"['Nikolaj Vonsild', 'Jonas Kenton', 'Simon Muschinsky', 'Silas Moldenhawer']","['Nikolaj Vonsild', 'Jonas Kenton', 'Simon Muschinsky', 'Silas Moldenhawer']"
407927,You Know Who,['Christina Undhjem'],['Christina Undhjem']
351566,Young Wasteners,"['Willy Viagra, Andy Exciter, Morten,', 'Peter Bonneman', ', Las Ballade']",['Peter Bonneman']
983196,Aarhus Jazz Orchestra,[],[]
420094,Østjydsk Musikforsyning,"['H.C. Vartenberg', 'Anders Errboe']","['H.C. Vartenberg', 'Anders Errboe']"
716601,8Ball,"['Ronnie Lennett', 'David Bertelsen', 'Jakob Hammer']","['Ronnie Lennett', 'David Bertelsen', 'Jakob Hammer']"
389637,A Kid Hereafter,"['Frederik Thaae', 'Anders Bo Rasmussen']","['Frederik Thaae', 'Anders Bo Rasmussen']"
345051,Alien Beat Club,"['Kasper Spring Ehlers', 'Marcel Mark Gbekle', 'Patricia Namakula Mbabazi', 'Stephanie Lykkehøj Gudmundsen']","['Kasper Spring Ehlers', 'Marcel Mark Gbekle', 'Patricia Namakula Mbabazi', 'Stephanie Lykkehøj Gudmundsen']"
279528,The Alligators,"['Ole Ballund', 'Jens Dan', 'Niels Mathiasen', 'Morten Kjeldsen']","['Ole Ballund', 'Jens Dan', 'Niels Mathiasen', 'Morten Kjeldsen']"
327371,Alphabeat,"['Stine Bramsen', 'Anders Bønløkke', 'Troels Hansen', 'Anders Reinholdt', 'Rasmus Nagel', 'Anders Nielsen']","['Stine Bramsen', 'Anders Bønløkke', 'Troels Hansen', 'Anders Reinholdt', 'Rasmus Nagel', 'Anders Nielsen']"
